,auc
0,0.4968671679197995
1,0.4625490788281486
2,0.29887218045112784
3,0.2842465753424657
4,0.5113
5,0.6150709755360919
6,0.3392857142857143
7,0.5250655785485281
8,0.47734999999999994
9,0.48997493734335834
10,0.5545112781954887
11,0.6773535412416205
12,0.48644999999999994
13,0.47994987468671685
14,0.5308064028994262
15,0.810405129699796
16,0.4572
17,0.47807017543859653
18,0.5620658411356086
19,0.8703007518796992
