,PCA1,PCA2,Type
0,1.3072912753056807,3.198110417233503,Cancer
1,-12.634928616189605,-9.890767000066237,Cancer
2,-10.35436265161676,7.344554122999564,Cancer
3,29.97384180361162,23.81636775873001,Cancer
4,-4.520405923268483,-15.386350682656182,Cancer
5,23.708761018019583,-13.53412602831019,Cancer
6,-2.3207215339713576,0.8201042383983865,Cancer
7,-5.130582886399655,11.70842336068009,Cancer
8,-5.871450250540037,24.692696565120677,Cancer
9,0.5725820125607677,-6.085843563048048,Cancer
10,-9.826375883011828,19.504317159526508,Cancer
11,6.210117687708995,38.040583922375745,Cancer
12,-0.13067530413189773,10.829086374531661,Cancer
13,-13.996759008020186,5.328153009859567,Cancer
14,6.2202707709205205,7.999324936555385,Cancer
15,7.863107638614635,13.161325517229537,Cancer
16,10.856978203291844,-13.818228844874538,Cancer
17,-23.267434043007448,-23.301919766938052,Cancer
18,28.073988624710555,-27.612314514857857,Cancer
19,-7.668459995321661,-7.718748894020522,Cancer
20,5.171590876788839,-20.238500282006438,Cancer
21,2.4825548790512513,-22.80839070033512,Cancer
22,-6.80352644203996,-14.762285222707003,Cancer
23,14.635941307173699,-30.66530116257932,Cancer
24,-5.90233528589856,-6.0688737838848095,Cancer
25,1.0583690462943955,5.8712804203777695,Cancer
26,26.721449469802483,-2.397836031243197,Cancer
27,19.84791662310163,9.926502884682083,Cancer
28,0.43511490604291475,-13.364397084625912,Cancer
29,-1.7848322488650215,1.1925337981618567,Cancer
30,-0.5833966656810144,-18.209472747660428,Cancer
31,21.861662993363378,7.6953355382708395,Cancer
32,4.4515744040978715,-9.192383683364628,Cancer
33,-23.707975603896674,3.6434075109135833,Cancer
34,2.812075435675719,-11.032785537443281,Cancer
35,9.480570359564567,-12.722657498564118,Cancer
36,-15.704238036433097,-12.717017112704616,Cancer
37,-2.845903591048882,3.7377943762652572,Cancer
38,10.263381030786308,13.26621530102977,Cancer
39,-31.34878752327235,2.1125182957701396,Cancer
40,-7.53148218974056,16.754673760468876,Cancer
41,-7.550546074837143,-15.523348098619433,Cancer
42,-13.851836883911005,17.92245248510268,Cancer
43,-0.3711262438898109,16.800901082531436,Cancer
44,0.47973689075997467,14.458731126420572,Cancer
45,-7.24782295148917,22.211395182879173,Cancer
46,2.2997203942508038,21.47913086644742,Cancer
47,2.0597653438642953,15.34491702017604,Cancer
48,10.428437657130111,5.429967185393515,Cancer
49,10.861647687728551,-7.80810799974254,Cancer
50,11.845473089592595,11.824647014308033,Cancer
51,-0.7579976598186283,-4.9545979715230395,Cancer
52,-5.2315268482448545,-21.202866564124466,Cancer
53,-4.281017315759142,3.017275005658703,Cancer
54,-0.015881871547252777,5.4864245710845045,Cancer
55,17.317590942535375,3.9610493101224558,Cancer
56,42.66794968610905,-19.218349013639727,Cancer
57,-16.539190311050106,-0.009679904757067356,Cancer
58,2.6308946489226352,-3.08950739154586,Cancer
59,-6.195453498754991,-10.509007422209276,Cancer
60,10.327389606178734,-6.589032045469543,Cancer
61,3.5033728886396465,-14.038206617567369,Cancer
62,-13.858961143278488,11.683086116614191,Cancer
63,28.368723843603444,-10.63230706565804,Cancer
64,6.839498091752985,8.410577221880066,Cancer
65,10.80325723970159,-1.894089856876801,Cancer
66,22.303562096850943,-6.588101706853562,Cancer
67,-6.431769005735068,-12.325816795078147,Cancer
68,15.418548939312556,-5.637748457777674,Cancer
69,12.829175218885805,13.313997106267696,Cancer
70,0.9464391322988663,14.792444212012137,Cancer
71,-15.052374637924968,0.4589503689463013,Cancer
72,-26.74391597000687,-3.067881069211352,Cancer
73,-18.198144498541033,-16.562496720956428,Cancer
74,-21.27426869601197,-5.43459163012006,Cancer
75,4.062677809989508,-9.748032917846462,Cancer
76,-11.823942169618032,-7.617049613392676,Cancer
77,-14.908887048881967,5.165788705809229,Cancer
78,-11.431623150621917,-0.587756598786144,Cancer
79,16.466039205157895,10.081498209806353,Cancer
80,-11.142571208533726,-1.938280571815088,Cancer
81,-1.122356012890439,-3.6278810807076867,Cancer
82,-4.469341530543363,5.798563704327219,Cancer
83,-3.5695244943167763,-21.303775290509865,Cancer
84,-0.9226787870204218,11.922510048071219,Cancer
85,22.13760811113541,-1.7972013437251275,Cancer
86,-0.25879983159530545,-4.429153110563218,Cancer
87,8.541037273302567,-8.42730144751022,Cancer
88,48.96751737900395,-6.334135017177202,Cancer
89,-0.6417856798952689,10.892706057082831,Cancer
90,2.4581444243357704,15.731996134734047,Cancer
91,32.298850149792734,23.51781620572548,Cancer
92,-10.63383039407644,16.26388806841132,Cancer
93,-17.856736401877907,9.953955632560412,Cancer
94,18.612641050805056,30.24243122513521,Cancer
95,1.409350233017378,9.020916868585147,Cancer
96,-9.376451910789578,17.41952656475361,Cancer
97,-18.868841993681063,-0.35110326612657095,Cancer
98,-3.750220577852696,1.22980914967392,Cancer
99,2.27677164745225,6.169242861884702,Cancer
100,-21.66673099661578,33.87636662567829,Cancer
101,-3.425676967287576,-6.244232735899307,Cancer
102,-7.3972743079278525,13.585715974144884,Cancer
103,-11.28391393358793,0.8167766459503427,Cancer
104,-12.8170359431397,-1.7787738007180933,Cancer
105,-17.64292934039513,-0.4376677123294686,Cancer
106,-4.429523774556114,3.50607177255974,Cancer
107,13.31338290115686,-25.15563391491591,Cancer
108,-1.5177617588777694,-3.4824422381462523,Cancer
109,-7.265249132819908,-0.5288561840155434,Cancer
110,0.5673512706218512,6.1147473429996575,Cancer
111,25.06326462714069,11.109621620216712,Cancer
112,0.6185877370002435,0.6463679096207704,Cancer
