,PCA1,PCA2,Type
0,-0.9535657511627204,-0.19867149387259853,Cancer
1,-1.6531824063521527,-0.17723208188550227,Cancer
2,-1.4327940721802306,0.15658695054684751,Cancer
3,0.2137084708826719,-1.2142712255689332,Cancer
4,-2.0900897112612316,0.39619709670438236,Cancer
5,2.744448678005557,-1.0765512706962683,Cancer
6,-1.2175316939520375,-0.1567324541477582,Cancer
7,-0.6251571845883127,-0.4454481821273376,Cancer
8,-0.9238393111831484,-0.37001305928382633,Cancer
9,0.08803437984285944,-0.3729442888551657,Cancer
10,-1.7831765705892493,0.600541367252587,Cancer
11,-0.7152829158358797,-0.670523057441019,Cancer
12,2.928889622647606,-0.9353506741450064,Cancer
13,1.1332355816462305,-1.3736781377405505,Cancer
14,-0.4283365672134425,-0.02551233372076622,Cancer
15,-1.419749738091287,0.23435818165386862,Cancer
16,-0.20127524320544055,0.09648634590723479,Cancer
17,-0.9642248057208447,0.07310035640964017,Cancer
18,-1.4578837827843474,-0.0012059402126044262,Cancer
19,1.6389988750757964,0.25961027943027437,Cancer
20,2.3497654441751883,0.2950015740657205,Cancer
21,1.5396905209494005,0.4896130611547106,Cancer
22,3.299546291612298,-0.5157065518139357,Cancer
23,3.5705054822283513,1.447097161389942,Cancer
24,5.138897555059324,0.026496937137242552,Cancer
25,2.5241257306298386,-0.01985007837310351,Cancer
26,2.621249617947125,0.6078715083630281,Cancer
27,2.5578088568378154,-0.056093941002631265,Cancer
28,3.3570888613742187,1.8749872494912614,Cancer
29,0.7833168952609147,1.0612134349910103,Cancer
30,1.8526357660098096,0.33767077936065176,Cancer
31,-1.9641507270332157,1.2877242156876527,Control
32,-1.0106441093783642,-0.09607638034093074,Control
33,-0.6352741164077207,-0.4063261060739582,Control
34,-1.3149661891341984,0.1723335615360472,Control
35,0.7783572612214801,-0.12842464108430107,Control
36,-2.2317100735203783,0.9919275088840609,Control
37,-1.2978642897737298,0.04720029735634998,Control
38,-1.8585532982015422,0.6893770552670474,Control
39,-0.28404007158835937,-0.9667567395201467,Control
40,-1.863097745234402,0.39541539444699386,Control
41,-0.862344524604756,-0.36365022351870324,Control
42,-1.61520453019476,0.23222585594815298,Control
43,-1.8165236041045891,0.2749429129317904,Control
44,-0.9844735852869323,-0.11732210717210403,Control
45,-0.41225197081062986,-0.6752199962633811,Control
46,-1.4409330004825258,0.15796187465952233,Control
47,-0.4636695543192753,-0.2515934778969129,Control
48,-0.22513484033722508,-0.953209953048568,Control
49,-1.2147130144534646,-0.07111155840769262,Control
50,-0.3003538375973018,-0.5630910945155451,Control
51,-1.458311054822787,-0.003373911846768541,Control
