,aucs
0,0.41224489795918373
1,0.6274998915193969
2,0.1388888888888889
3,0.4573934837092732
4,0.7616099071207431
5,0.4661733615221988
6,0.6868686868686869
7,0.6083681626359356
8,0.37719298245614036
9,0.8214285714285714
10,0.7222222222222222
11,0.2222222222222222
12,0.8940542116001166
13,0.23666666666666664
