,PCA1,PCA2,Type
0,-7.709742635859517,0.6556110664152963,Cancer
1,-7.338037669968077,0.044706404785907386,Control
2,-6.048321953152452,-2.142734465361483,Control
3,5.511849841665159,2.927866180992278,Cancer
4,-10.588444531130575,0.6437995520238817,Control
5,-6.068775855413813,0.9369166015326393,Cancer
6,12.352877937767358,3.5839061477635874,Cancer
7,-6.2268200787421355,2.4251231982999837,Cancer
8,11.894144586792377,-4.031599548813812,Cancer
9,-8.468624076839369,-2.31310132930883,Control
10,9.972935579544338,3.248106926242397,Cancer
11,-9.111467650337357,1.0039681970224545,Control
12,-7.179253011703943,1.9468556012159244,Cancer
13,14.53623284808541,3.137641725836839,Cancer
14,-8.459408533998069,-1.2630420850551256,Control
15,-5.668395376525975,2.624502644474586,Cancer
16,5.659418928568637,-3.3356662546940288,Cancer
17,-8.22438492364156,-1.7960044599131868,Control
18,19.853284928886104,3.9848895353209293,Cancer
19,-10.207999040057958,-0.1312058502889457,Control
20,-7.504070961611278,2.0715973217929218,Cancer
21,11.723660584540976,-1.522809912047587,Cancer
22,-11.378246316427138,-1.8597893458340888,Control
23,-10.362136560776888,1.0489350078486566,Cancer
24,7.365313129542255,-3.921614397424725,Cancer
25,7.752668933867677,-5.7827957454006444,Control
26,-10.166624335356204,1.3744145975298683,Cancer
27,-11.261764645295703,-1.4862524280735694,Control
28,9.413407177471614,-2.8482232352670636,Control
29,11.884327225755447,-1.5252335961090475,Cancer
30,-4.7368196460118455,3.9357729626509723,Cancer
31,11.207356258056077,0.10524871249526947,Cancer
32,-4.651238412807937,-2.048060152194676,Control
33,6.997512105077251,2.515963214414904,Cancer
34,-5.5891690325229915,-0.8899273737870678,Control
35,-5.288451835189738,2.963276452494451,Cancer
36,10.215757880677247,4.293789774519386,Cancer
37,-5.892679018822371,1.5910867293007853,Cancer
38,3.485688140390434,-3.201117957743604,Cancer
39,-6.099296979411179,-1.6808220876170288,Control
40,2.6715582887054405,3.339511532645657,Cancer
41,-10.041963716851942,0.1233080505895627,Control
42,-6.889471215415732,1.0887997423532767,Cancer
43,14.015256646344067,5.592370951752624,Cancer
44,-10.21119951604158,-3.2361925095130526,Control
45,-4.497891223116571,0.8314267147418883,Cancer
46,10.868142340429648,-0.662379433126639,Cancer
47,18.63843024209734,-3.319567599378665,Control
48,-2.7661975266413203,1.424491953802939,Cancer
49,-9.571697627479104,1.6651073720917489,Control
50,-7.804824481389462,3.1729583926002323,Cancer
51,9.10501793619714,2.441855833981898,Cancer
52,-10.13539550793102,-1.245546689398954,Control
53,-8.575576856108018,2.432182929148702,Cancer
54,4.37259110070381,-2.1150641283864235,Cancer
55,27.82540720191986,-0.1395089448829602,Control
56,-10.235980751613987,0.7380783683797387,Cancer
57,-10.75663286213043,-1.3261908312681197,Control
58,15.09012344412587,-3.615246344080971,Control
59,5.802795437340117,-4.212915550881777,Cancer
60,-9.818947643440987,1.2974340992108635,Cancer
61,8.383152490325527,-1.5830699111720654,Cancer
62,-8.328699142042106,-1.3546520397257173,Control
63,6.474197233751765,1.043695804102404,Cancer
64,-11.057919122370336,-0.9311791232919018,Control
65,-3.1076482861735912,3.1139068404222816,Cancer
66,11.74613620588394,6.291033629304498,Cancer
67,-8.68618754642713,1.875421716068886,Cancer
68,12.609430754968395,-1.586220330900602,Cancer
69,-5.119605144177857,-1.8067539192960775,Control
70,14.676931903300245,2.744310873609496,Cancer
71,-6.76485488611081,-1.3466365302508576,Control
72,-5.05930141263683,2.16461513834692,Cancer
73,18.40730664785014,2.922832117844816,Cancer
74,-9.017459845454587,1.2638397743161949,Control
75,-6.039086666531949,0.2972756782124413,Cancer
76,8.942392307988744,-2.738281547859163,Cancer
77,12.721668340749059,-2.2816901588289564,Control
78,-6.3554805153605205,-1.9937259685864348,Cancer
79,-11.436821641565027,-0.8056907588992266,Control
80,-3.553515106115377,0.2838375549482084,Cancer
81,7.890160172063468,4.566041192436241,Cancer
82,-2.8586762973088384,0.8627144644370962,Control
83,-4.067363824081156,-0.7984321370910242,Cancer
84,6.680899911760567,-5.442188257795663,Cancer
85,16.97555158196296,-3.3428785285277693,Control
86,-8.919925125317596,-0.00867686344207661,Cancer
87,-8.855011301653528,0.6020211870524285,Control
88,21.00073615880277,-2.2789834915415144,Control
89,5.059981154360568,-1.3801796072390184,Cancer
90,-3.4843072517909692,1.5009193592755157,Cancer
91,-9.483728646199136,-1.0566969925167498,Control
92,-3.894618335271848,-2.7764642651148344,Control
93,16.928978849359346,3.4807142874250316,Cancer
94,-12.016269078322475,1.3101404444880504,Control
95,-2.1758650988327766,2.8474143502475346,Cancer
96,9.582580683793411,4.604636724993956,Cancer
97,-6.462860686191647,2.5407977552749594,Cancer
98,6.868459936898435,-3.0278809560552613,Cancer
99,-7.573465555945297,-2.1942519791901693,Control
100,10.271162033336141,2.418061089604016,Cancer
101,-7.823260744668449,-1.0652126429629074,Control
102,-6.861221722900254,1.2799467312742034,Cancer
103,6.659792434240287,1.5284558590336645,Cancer
104,-7.935213597827226,-2.84300071814081,Control
105,-11.202573643067417,-0.23779342169839715,Cancer
106,5.1433684638769925,-3.5076590729682775,Cancer
107,-9.871034496490791,-2.8905589608199276,Control
108,9.79436301033971,3.2881997313667406,Cancer
109,-7.4239144957779395,-1.15090153455024,Control
110,-7.649094456621979,2.86459983417202,Cancer
111,7.936844870303296,-2.083938744301024,Cancer
112,-10.846338166130138,-1.4142326023409966,Control
113,-8.174232014165238,0.6428921900920813,Cancer
114,15.992939004491769,-1.3186420456188475,Cancer
