,PCA1,PCA2,Type
0,-0.012587094392226997,1.5864405105863433,Control
1,-1.2280373485953275,-1.6697391977088827,Control
2,0.12080487436854535,-0.09197051466155798,Control
3,-0.40880652563372144,-1.3997903708608042,Control
4,3.2631045102760607,-0.13623095581845937,Control
5,-2.1428748110756857,-1.627986559419086,Control
6,-2.7940851468019017,-1.2585090174223665,Control
7,0.09932846858033081,0.947573705365355,Control
8,0.3597580404464317,-0.8019666733196557,Control
9,1.8172940905515658,-1.3020362995854229,Control
10,-0.2052168318081535,-1.3665241757205837,Control
11,-0.6074627882860314,1.3596903496346915,Control
12,-1.9840146260254257,-1.9273090265241113,Control
13,-0.9541888085332992,0.02350287481166777,Control
14,-0.6928902258463022,-2.935262159363232,Control
15,-0.08800540902769155,-2.2304832750088686,Control
16,-0.09835125840484481,-2.9068989950129493,Control
17,0.16316100843406917,-0.624468374644527,Control
18,2.375222162156103,2.0597077304603775,Control
19,-2.990374689316426,-0.7864481319337127,Control
20,0.8625277825530927,-2.422937893020261,Control
21,0.5312488006131305,-0.7810148426609236,Control
22,-1.2276602998554755,-0.572857545095133,Control
23,-0.4394612676996763,-1.6246413501130406,Control
24,-1.8817169712013377,-2.1083885203790214,Control
25,-0.16744584742730234,1.6406225878806873,Control
26,0.832252896288389,-0.7704248070698234,Control
27,-0.1861610537031044,-1.7513276064285501,Control
28,0.7153514480847742,0.05544545186789004,Control
29,1.9092484534573155,-0.8704098059375632,Control
30,-1.6741928471102505,-1.0183581155238917,Control
31,0.5434932302369956,-1.5883913493293602,Control
32,0.007143967401316798,-0.2981937525956558,Control
33,-0.6797312302712646,-1.269142039970714,Control
34,-1.852241379939301,-2.2569527660849467,Control
35,-0.32879199996026864,-1.2747799651132217,Control
36,-1.8717328069102683,-2.4596731214262246,Control
37,0.9313448217885731,-0.5778502013832981,Control
38,3.357593138280334,0.0656625541029593,Control
39,0.7871508545595747,-0.26249169012486206,Control
40,1.6365727548738904,-2.160341091116925,Control
41,-1.0619195231821013,-3.66094688649178,Control
42,1.708129272228339,-0.5101000220375286,Control
43,-1.7853652477357365,-2.0839270024312553,Control
44,-1.1592281292883482,0.1269239473633965,Control
45,1.558216730471434,-3.5111848983077296,Control
46,0.8147417949846356,-1.1737736079210563,Control
47,0.45362422753763953,-1.0743410083865135,Control
48,0.750032147909443,-0.22370368518957598,Control
49,2.0951194224289442,0.030089529615181493,Control
50,-0.46447627373750466,-0.6185657266474263,Control
51,-2.726666946694881,-3.241611144975053,Control
52,0.5649947313084167,-0.1932142166846499,Control
53,0.9095582616615796,-2.1274095071909858,Control
54,2.2845314666552157,-2.98426335515377,Control
55,-5.650380971509151,1.2616237557233965,Control
56,-1.7170879740243807,-1.171319655719789,Control
57,-4.7828710113672654,0.8412119854520277,Control
58,-6.570303129999852,0.2602174927067574,Control
59,-5.664278490680074,1.3169040400805514,Control
60,0.026002901583375294,-1.706408314177423,Control
61,-3.289729376208894,-0.19994719038125044,Control
62,-0.6480672775609364,-1.3350117043526504,Control
63,-4.549523494773584,-0.2459840352720977,Control
64,-4.086171184723669,1.3556481551549937,Control
65,-0.5664029763005081,-1.7353529329516715,Control
66,0.8409581239037823,1.8110145293181277,Control
67,2.403191192641442,-1.8346217343394524,Control
68,8.923011150341011,-2.0703056597904306,Control
69,-1.9641580473237994,-2.2571030899409688,Control
70,1.4042768360212978,-0.8485862425693622,Control
71,-0.031884430491065846,-2.3637219666162754,Control
72,-0.1030484602406545,-1.436159058157154,Control
73,2.8463854375782267,0.7950654656795618,Control
74,-0.035522334842278215,-1.0566384002443217,Control
75,-0.0836505908130861,0.08319947627758308,Control
76,-1.2572909367063634,-0.6185534578079829,Control
77,-0.11167963753124302,-1.2085643315911005,Control
78,-0.5054332254788333,-1.32389903842718,Control
79,2.5102216049667896,-2.642756132357304,Control
80,0.3496569879329995,-3.1661099999561757,Control
81,-0.5831993336145335,-3.586995499257376,Control
82,-0.35682505583460933,-2.6998833675426916,Control
83,0.25204997586544636,-1.5601382144023488,Control
84,1.121024021049195,-0.6542659109961072,Control
85,-4.216476265220801,-2.235775610714851,Control
86,-2.653507298327513,-0.4678108276253183,Control
87,-3.041158443195676,-1.3722019196815842,Control
88,0.4332278144707761,1.5311531451168066,Control
89,-2.0227571776471462,-0.15494831671593168,Control
90,-1.0257837197245736,-2.0521631234675453,Control
91,0.8196886459987035,-1.1277062147599162,Control
92,-0.09740626489024069,-1.090566130050362,Control
93,2.7242848403390307,-0.4319006689036359,Control
94,-1.689414463512415,-1.7865045421740788,Control
95,1.086956342295809,0.5444762426010614,Control
96,2.022199013985409,-0.31554651358404273,Control
97,-1.2153971608710465,-2.931232016983235,Control
98,-0.14490496164591637,-3.317333530965038,Control
99,2.409006562129231,2.20622177789781,Control
100,2.1839583273124172,-0.7100080327261293,Control
101,1.0731329465386876,-2.736626971896761,Control
102,1.8281899483793531,3.2006735366675834,Control
103,0.6491913872669242,-1.8051399955183283,Control
104,0.7094469669119985,-0.4647513929075116,Control
105,1.4696007126476252,-1.8491015022573378,Control
106,0.7655242725835221,-0.6943850643278525,Control
107,1.4765809447747529,-1.513462564371882,Control
108,-1.6482892722379314,-2.753361528511791,Control
109,0.2966604910851205,0.17870814800640242,Control
110,1.801132976991507,-1.2096132167814242,Control
111,-0.5469285052136742,-0.9850378641626071,Control
112,0.18568992548199592,-2.9079246973146144,Control
113,2.116294039484892,-0.2739956419448194,Control
114,0.8568780136693273,-2.0636755806261466,Control
115,-0.8102346482528684,-2.9833494753682825,Control
