mean (non-zero mean FC),std (non-zero mean FC),mean (zero mean FC),std (zero mean FC),t-value,p-value
0.49784486737786804,0.17974094553320696,0.4996154267469951,0.16120174666282003,0.16818833376313894,0.8664675081354998
