,AUC
406,0.443609022556391
407,0.27525252525252525
408,0.47435897435897434
409,0.6090225563909775
410,0.6284829721362228
411,0.6033333333333334
412,0.42288817584881677
413,0.42105263157894735
414,0.5138930836605256
415,0.4918546365914787
416,0.7976973684210525
417,0.5954248498620354
418,0.2222222222222222
419,0.41270766540367243
420,0.9326923076923077
421,0.5357142857142857
422,0.5448916408668731
423,0.6777777777777778
424,0.4740062883566889
425,0.4298245614035088
426,0.5046813651464814
427,0.9306122448979591
428,0.47243107769423553
429,0.5674342105263157
430,0.5813957420332198
431,0.75
432,0.41329058583503353
433,0.8910256410256411
434,0.556390977443609
435,0.5572755417956656
436,0.5633333333333334
437,0.5554473681432929
438,0.3333333333333333
439,0.506795530051344
440,0.47681704260651636
441,0.8207236842105263
442,0.584038711248174
443,0.5401
444,0.25
445,0.43034100845234624
446,0.6762820512820513
447,0.5939849624060151
448,0.5727554179566563
449,0.5844444444444444
450,0.4968036336897361
451,0.5
452,0.514799154334038
453,0.44705882352941173
454,0.4981203007518797
455,0.7467105263157894
456,0.5884441108045231
457,0.2777777777777778
458,0.4264062955406587
459,0.718266253869969
460,0.3308270676691729
461,0.4993959528843249
462,0.388235294117647
463,0.4166666666666667
464,0.46120000000000005
465,0.5
466,0.3535353535353536
467,0.9871794871794872
468,0.5507518796992481
469,0.836734693877551
470,0.4654102267303243
471,0.4824561403508772
472,0.46177944862155385
473,0.7467105263157895
474,0.524561759454634
475,0.6924206815511164
476,0.56251821626348
477,0.39646464646464646
478,0.516025641025641
479,0.6710526315789475
480,0.7430340557275542
481,0.5034732709151315
482,0.39884799463343523
483,0.5263157894736842
484,0.25448848238482386
485,0.746938775510204
486,0.5263157894736843
487,0.45294117647058824
488,0.4473684210526316
489,0.5030602445490451
490,0.46570000000000006
491,0.19444444444444442
492,0.4300495482366657
493,0.5977443609022556
494,0.42207792207792205
495,0.27392261169690635
496,0.4912280701754386
497,0.4444444444444444
498,0.49624060150375937
499,0.44901315789473684
500,0.37491884434345074
501,0.3811
502,0.0
503,1.0
504,0.5225563909774436
505,0.4489164086687306
506,0.6244444444444445
507,0.513546881798362
508,0.33333333333333337
509,0.5060404711567502
510,0.44047619047619047
511,0.6137423578423415
512,0.48610000000000003
513,0.7012338425381903
514,0.6944444444444444
515,0.44491401923637425
516,0.2272727272727273
517,1.0
518,0.5319548872180452
519,0.5015479876160991
520,0.6366666666666666
521,0.4785627668769431
522,0.34210526315789475
523,0.5154032014497131
524,0.8653061224489796
525,0.4448621553884712
526,0.630872288048477
527,0.4496
528,0.5277777777777777
529,0.4526377149519091
530,0.2954545454545454
531,0.717948717948718
532,0.5958646616541353
533,0.563467492260062
534,0.6188888888888889
535,0.5065701130661076
536,0.5526315789473685
537,0.5318634853518575
538,0.43529411764705883
539,0.45175438596491235
540,0.6096297949467078
541,0.24999999999999997
542,0.44549693966773535
543,0.9871794871794871
544,0.5281954887218044
545,0.4891640866873065
546,0.6622222222222222
547,0.5111688110643179
548,0.4649122807017544
549,0.525369978858351
550,0.9510204081632653
551,0.4479949874686717
552,0.4882352941176471
553,0.5994724882324298
554,0.6666666666666667
555,0.44447682891285334
556,0.721153846153846
557,0.6084140487658426
558,0.513225666828978
559,0.5451525218967079
560,0.32456140350877194
561,0.5
562,0.41666666666666663
563,0.4473684210526316
564,0.6464646464646464
565,0.6278195488721805
566,0.53639383871942
567,0.38515305147140744
568,0.15789473684210525
569,0.5555555555555556
570,0.4354636591478698
571,0.5239165719850674
572,0.4009
573,0.36111111111111105
574,0.4711454386476246
575,0.5897435897435898
576,0.6266447368421053
577,0.4332873610128922
578,0.4237390516460284
579,0.6228070175438596
580,0.33333333333333337
581,0.05555555555555556
582,0.5175438596491229
583,0.3813131313131313
584,0.5112781954887218
585,0.4106010268800967
586,0.27720605568045487
587,0.6754385964912282
588,0.2777777777777778
589,0.5018796992481203
590,0.4950657894736842
591,0.4225
592,0.02777777777777777
593,0.6826923076923076
594,0.5281954887218046
595,0.5101177891875566
596,0.43125437587297566
597,0.543859649122807
598,0.38888888888888895
599,0.43734335839599
600,0.4529
601,0.19444444444444445
602,0.5555555555555556
603,0.4943609022556391
604,0.49773482331621866
605,0.3909872555814736
606,0.4912280701754386
607,0.44444444444444453
608,0.8612244897959183
609,0.4379699248120301
610,0.4102
611,0.13888888888888887
612,0.5681818181818181
613,0.5093984962406015
614,0.5045303533675627
615,0.30278548869632116
616,0.4824561403508772
617,0.5
618,0.44705882352941173
619,0.4392230576441103
620,0.4115
621,0.13888888888888887
622,0.29545454545454547
623,0.8557692307692308
624,0.5507518796992481
625,0.5913312693498453
626,0.6766666666666666
627,0.4199826548311397
628,0.4122807017543859
629,0.5126849894291755
630,0.9673469387755101
631,0.4880952380952381
632,0.6348684210526315
633,0.5872666774874209
634,0.3879335470708248
635,0.25252525252525254
636,0.6602564102564102
637,0.5676691729323309
638,0.6099071207430341
639,0.57
640,0.45765298403751903
641,0.29824561403508776
642,0.5030202355783752
643,0.47243107769423565
644,0.8618421052631579
645,0.5946241140507493
646,0.511
647,0.40483823958029724
648,0.2702020202020202
649,0.4615384615384615
650,0.5827067669172932
651,0.6346749226006192
652,0.591111111111111
653,0.41801739677044447
654,0.49122807017543857
655,0.5166112956810631
656,0.45294117647058824
657,0.4906015037593985
658,0.7845394736842106
659,0.5929435156630417
660,0.40571262022733895
661,1.0
662,0.4962406015037594
663,0.4984520123839009
664,0.62
665,0.4906736000431577
666,0.35964912280701755
667,0.4983388704318937
668,0.7510204081632653
669,0.47180451127819545
670,0.611842105263158
671,0.570564167072445
672,0.5481
673,0.41780821917808214
674,0.9391025641025641
675,0.5281954887218046
676,0.5356037151702786
677,0.6577777777777778
678,0.47710531531499834
679,0.5
680,0.5075505889459377
681,0.910204081632653
682,0.4799498746867168
683,0.4529411764705882
684,0.5740131578947367
685,0.5841421847102743
686,0.4121247449723113
687,0.8333333333333334
688,0.5375939849624061
689,0.5572755417956656
690,0.5433333333333333
691,0.5725236810224619
692,0.39473684210526316
693,0.5057384475989126
694,0.3294117647058824
695,0.47744360902255645
696,0.8223684210526315
697,0.5915259968619813
698,0.5542
699,0.42902943748178374
700,0.2777777777777778
701,0.9839743589743589
702,0.5338345864661653
703,0.49226006191950467
704,0.6622222222222222
705,0.47361077394166906
706,0.4385964912280702
707,0.533373603141045
708,0.9551020408163265
709,0.45175438596491224
710,0.47058823529411764
711,0.6051790834821187
712,0.43631594287379766
713,0.25757575757575757
714,0.9134615384615385
715,0.5639097744360902
716,0.5758513931888545
717,0.5844444444444444
718,0.5560812466942735
719,0.41228070175438597
720,0.5160072485653882
721,0.30588235294117644
722,0.4442355889724311
723,0.6339426770545906
724,0.5206999999999999
725,0.454677936461673
726,1.0
727,0.5018796992481203
728,0.4798761609907121
729,0.6255555555555555
730,0.5283949444520674
731,0.3508771929824561
732,0.5166112956810631
733,0.8040816326530612
734,0.44548872180451127
735,0.3764705882352941
736,0.6160728777795812
737,0.5101
738,0.45904983969688135
739,0.2676767676767677
740,0.6602564102564102
741,0.5225563909774436
742,0.5634674922600619
743,0.5366666666666667
744,0.45407605604401147
745,0.29027777777777775
746,0.4935064935064935
747,0.46365914786967416
748,0.8963815789473683
749,0.5957684088080939
750,0.514
751,0.16666666666666666
752,0.3793354707082483
753,1.0
754,0.4417293233082707
755,0.4210526315789474
756,0.59
757,0.48427324446133224
758,0.4402777777777778
759,0.4861069163394745
760,0.8857142857142858
761,0.462406015037594
762,0.6085526315789473
763,0.5735432559649407
764,0.5209
765,0.7222222222222222
766,0.4232002331681725
767,0.7554179566563468
768,0.32330827067669177
769,0.5446994865599517
770,0.37083333333333335
771,0.35294117647058826
772,0.16666666666666666
773,0.5295999999999998
774,0.3611111111111111
775,0.446969696969697
776,1.0
777,0.6146616541353384
778,0.5877551020408163
779,0.6361545913095896
780,0.4805764411027569
781,0.5986842105263157
782,0.6063605745820484
783,0.5170387779083432
784,0.6407752841737102
785,0.28535353535353536
786,1.0
787,0.5657894736842106
788,0.6625386996904025
789,0.47900936273029293
790,0.6988824738737661
791,0.44861111111111107
792,0.16666666666666669
793,0.3588235294117647
794,0.5119047619047619
795,0.7319078947368421
796,0.5704079424335877
797,0.5361
798,0.7222222222222223
799,0.4925677645001457
800,0.3181818181818182
801,0.5018796992481204
802,0.48958018725460584
803,0.5682375244374548
804,0.4208333333333333
805,0.38888888888888895
806,0.2529411764705882
807,0.4843358395989975
808,0.694078947368421
809,0.6022378672293459
810,0.25
811,0.518
812,0.38888888888888884
813,0.2843194403963859
814,0.2828282828282828
815,0.4849624060150376
816,0.4557535487768046
817,0.6085562463131255
818,0.4152777777777778
819,0.2222222222222222
820,0.8204081632653062
821,0.5025062656641603
822,0.2176470588235294
823,0.524671052631579
824,0.5591834388356869
825,0.514
826,0.5833333333333335
827,0.25590206936753135
828,0.5188764723648445
829,0.6975335029149031
830,0.3583333333333333
831,0.4444444444444445
832,0.5056390977443609
833,0.5953947368421053
834,0.48118203213764
835,0.5173325499412456
836,0.6111111111111112
837,0.2297979797979798
838,0.9903846153846154
839,0.5018796992481203
840,0.3993808049535603
841,0.6266666666666666
842,0.44962219431045625
843,0.5
844,0.5004530353367562
845,0.926530612244898
846,0.4398496240601504
847,0.6268307363523238
848,0.6915393654524089
849,0.4722222222222222
850,0.4444768289128534
851,0.22222222222222224
852,1.0
853,0.4548872180451128
854,0.38390092879256965
855,0.6166666666666667
856,0.4678366739495266
857,0.5180555555555556
858,0.5113258834189067
859,0.8938775510204081
860,0.4423558897243108
861,0.6425965752312937
862,0.3055555555555556
863,0.4722222222222222
864,0.4364616729816379
865,0.22979797979797978
866,1.0
867,0.49060150375939854
868,0.4117647058823529
869,0.6177777777777778
870,0.4905000310782268
871,0.5055555555555555
872,0.5104198127453942
873,0.8857142857142857
874,0.44674185463659155
875,0.6275205594329926
876,0.48640000000000005
877,0.4722222222222222
878,0.450014573010784
879,1.0
880,0.49436090225563917
881,0.4303405572755418
882,0.6288888888888889
883,0.6647078588039925
884,0.4847222222222223
885,0.5093627302929629
886,0.926530612244898
887,0.6334983498349835
888,0.4595
889,0.7194477085781433
890,0.5
891,0.45934129991256195
892,0.24494949494949494
893,0.9967948717948718
894,0.5075187969924813
895,0.4736842105263158
896,0.5888888888888889
897,0.6049379784141191
898,0.42777777777777776
899,0.512987012987013
900,0.2529411764705882
901,0.6575603257047016
902,0.5279
903,0.25
904,0.43602448265811716
905,1.0
906,0.4736842105263158
907,0.4117647058823529
908,0.5811111111111111
909,0.6527638512138686
910,0.4486111111111111
911,0.5107218363032316
912,0.4117647058823529
913,0.6526030676838176
914,0.1388888888888889
915,0.5422
916,0.3055555555555555
917,0.43791897406004077
918,1.0
919,0.4642857142857143
920,0.42724458204334365
921,0.6055555555555555
922,0.7158699499347356
923,0.5236111111111111
924,0.5099667774086378
925,0.9183673469387755
926,0.30588235294117644
927,0.6478703403127198
928,0.5024
929,0.5
930,0.45817545904983975
931,0.3712121212121212
932,0.6987179487179487
933,0.6052631578947368
934,0.4674922600619196
935,0.5377529447296889
936,0.6729532642106658
937,0.4666666666666667
938,0.22222222222222224
939,0.45802005012531327
940,0.6974064004761131
941,0.638888888888889
942,0.6574618096357226
943,0.2777777777777778
944,0.5368697172835908
945,0.31818181818181823
946,0.6955128205128205
947,0.6146616541353384
948,0.44272445820433437
949,0.5246149199637572
950,0.6852719696676506
951,0.46944444444444444
952,0.33333333333333337
953,0.9387755102040817
954,0.4636591478696742
955,0.6660404155169615
956,0.6856639247943596
957,0.2777777777777778
958,0.4899446225590207
959,0.4772727272727273
960,0.7756410256410255
961,0.6447368421052632
962,0.5108359133126934
963,0.551948051948052
964,0.6821817384339154
965,0.43194444444444446
966,0.5
967,0.3764705882352941
968,0.4523809523809524
969,0.6184919926418873
970,0.5004
971,0.6706815511163338
972,0.4166666666666667
973,0.5336636549111046
974,0.33333333333333337
975,1.0
976,0.575187969924812
977,0.4241486068111455
978,0.5273331319842948
979,0.6644498508831495
980,0.4652777777777778
981,0.2777777777777778
982,0.9591836734693877
983,0.4630325814536341
984,0.6772250175837257
985,0.3611111111111111
986,0.41666666666666663
987,0.4370445934129991
988,0.3282828282828283
989,1.0
990,0.5864661654135338
991,0.3962848297213622
992,0.5379039565086077
993,0.7094994998164625
994,0.47916666666666663
995,0.22222222222222224
996,0.35882352941176465
997,0.4536340852130326
998,0.6726870637883461
999,0.3333333333333333
1000,0.48669999999999997
1001,0.3888888888888889
1002,0.4730399300495482
1003,0.3308080808080808
1004,1.0
1005,0.5845864661654135
1006,0.39628482972136225
1007,0.522198731501057
1008,0.7168832174056835
1009,0.4847222222222222
1010,0.22222222222222224
1011,0.9183673469387754
1012,0.4592731829573935
1013,0.2823529411764706
1014,0.646425093329005
1015,0.4928
1016,0.5277777777777778
1017,0.42567764500145727
1018,0.766025641025641
1019,0.6052631578947368
1020,0.5303533675626699
1021,0.07594427506775067
1022,0.30563061240525535
1023,0.4138888888888889
1024,0.2693877551020408
1025,0.4470588235294118
1026,0.38963574636152143
1027,0.5278
1028,0.16666666666666666
1029,0.38458175459049837
1030,0.35101010101010105
1031,0.5394736842105263
1032,0.34674922600619196
1033,0.5268800966475385
1034,0.5393303756243498
1035,0.4111111111111111
1036,0.44444444444444453
1037,0.8816326530612245
1038,0.4611528822055138
1039,0.7125615430395499
1040,0.6944444444444444
1041,0.6900705052878967
1042,0.2222222222222222
1043,0.32774701253278926
1044,0.5101010101010102
1045,0.5921052631578948
1046,0.4953560371517028
1047,0.5520990637269708
1048,0.5083277920268515
1049,0.37777777777777777
1050,0.5555555555555556
1051,0.3882352941176471
1052,0.4580200501253133
1053,0.6353365254558243
1054,0.638888888888889
1055,0.48939999999999995
1056,0.6762632197414806
1057,0.33333333333333337
1058,0.4178082191780822
1059,0.48989898989898994
1060,0.618421052631579
1061,0.5139318885448916
1062,0.5288432497734824
1063,0.5621080771725147
1064,0.3916666666666666
1065,0.5
1066,0.9428571428571428
1067,0.45864661654135336
1068,0.3352941176470588
1069,0.5665374939133258
1070,0.499
1071,0.7309048178613395
1072,0.4444444444444445
1073,0.3880792771786651
1074,0.3282828282828283
1075,0.5300751879699248
1076,0.28792569659442724
1077,0.514195107218363
1078,0.515538820223599
1079,0.42777777777777776
1080,0.33333333333333337
1081,0.8693877551020408
1082,0.45989974937343353
1083,0.23529411764705882
1084,0.673442487691392
1085,0.4444444444444444
1086,0.48130000000000006
1087,0.2222222222222222
1088,0.28227921888662194
1089,0.6041051236271168
1090,0.45111111111111113
1091,0.806555629439642
1092,0.4027777777777778
1093,0.16666666666666669
1094,0.49743279975838117
1095,0.2777777777777778
1096,0.20202020202020202
1097,0.983974358974359
1098,0.443609022556391
1099,0.5386996904024768
1100,0.5144444444444445
1101,0.5929514581552199
1102,0.4361111111111111
1103,0.4543944427665358
1104,0.963265306122449
1105,0.47368421052631576
1106,0.8848684210526316
1107,0.5016
1108,0.1388888888888889
1109,0.19696969696969696
1110,0.9519230769230769
1111,0.43233082706766923
1112,0.5133333333333334
1113,0.5060523380795063
1114,0.43194444444444446
1115,0.46285110238598615
1116,0.9673469387755101
1117,0.4730576441102757
1118,0.8881578947368421
1119,0.5075
1120,0.1388888888888889
1121,0.3946371320314777
1122,0.7948717948717949
1123,0.778888888888889
1124,0.831583570524706
1125,0.5791666666666667
1126,0.7222222222222223
1127,0.5223497432799759
1128,0.3611111111111111
1129,0.16
1130,0.2609565409112605
1131,0.559347629115071
1132,0.5087719298245614
1133,0.5291666666666667
1134,0.11111111111111108
1135,0.26515151515151514
1136,0.9935897435897436
1137,0.4718045112781955
1138,0.5139318885448917
1139,0.6244444444444445
1140,0.44612560060139306
1141,0.49003322259136217
1142,0.9551020408163265
1143,0.474937343358396
1144,0.787828947368421
1145,0.5892516095871883
1146,0.501
1147,0.611111111111111
1148,0.3417371028854561
1149,0.27525252525252525
1150,0.4583333333333333
1151,0.5375939849624061
1152,0.585139318885449
1153,0.5933333333333333
1154,0.4284485397338062
1155,0.5027182120205376
1156,0.388235294117647
1157,0.4793233082706767
1158,0.8470394736842105
1159,0.5972285343288427
1160,0.2222222222222222
1161,0.3745263771495191
1162,0.9326923076923077
1163,0.46616541353383456
1164,0.4582043343653251
1165,0.6799999999999999
1166,0.49486593556604
1167,0.4912413168227122
1168,0.9714285714285714
1169,0.4176470588235294
1170,0.4699248120300752
1171,0.6661184210526315
1172,0.587658253530271
1173,0.888888888888889
1174,0.3778781696298455
1175,0.8782051282051283
1176,0.5037593984962406
1177,0.4984520123839009
1178,0.5588888888888889
1179,0.5766518077559526
1180,0.4935064935064935
1181,0.24705882352941178
1182,0.46115288220551376
1183,0.8421052631578947
1184,0.5986338797814207
1185,0.5485
1186,0.19444444444444445
1187,0.38370737394345666
1188,0.36363636363636365
1189,1.0
1190,0.6785714285714286
1191,0.7708978328173375
1192,0.4990939293264875
1193,0.5803694673426474
1194,0.38888888888888895
1195,0.4
1196,0.5012531328320802
1197,0.5855263157894737
1198,0.5156082616458367
1199,0.5446000000000001
1200,0.5431844888366627
1201,0.638888888888889
1202,0.5078694258233751
1203,0.25252525252525254
1204,1.0
1205,0.5225563909774436
1206,0.6222910216718266
1207,0.46828752642706134
1208,0.6631859052618371
1209,0.9510204081632653
1210,0.22222222222222224
1211,0.30588235294117644
1212,0.4924812030075188
1213,0.5855263157894737
1214,0.5629734079965374
1215,0.5412000000000001
1216,0.7222222222222223
1217,0.4363159428737977
1218,0.5
1219,0.5201238390092879
1220,0.6211111111111111
1221,0.470897879292167
1222,0.49335548172757476
1223,0.8163265306122448
1224,0.4655388471177945
1225,0.5559210526315789
1226,0.5849787642698696
1227,0.5075999999999999
1228,0.7044653349001175
1229,0.6111111111111112
1230,0.4175167589624016
1231,0.20454545454545456
1232,0.4022556390977444
1233,0.4922600619195047
1234,0.5177777777777777
1235,0.32236271926275406
1236,0.49124131682271216
1237,0.8816326530612244
1238,0.4655388471177945
1239,0.5164473684210527
1240,0.5957007790943029
1241,0.25
1242,0.2222222222222222
1243,0.36403380938501895
1244,0.22474747474747475
1245,0.43045112781954886
1246,0.6160990712074303
1247,0.4911111111111111
1248,0.3877219894287119
1249,0.49380851706433104
1250,0.4805764411027569
1251,0.7203947368421053
1252,0.6125304333712059
1253,0.19444444444444442
1254,0.5361
1255,0.05555555555555556
1256,0.3960944331098804
1257,0.42105263157894746
1258,0.6037151702786377
1259,0.35000000000000003
1260,0.5636449834464463
1261,0.5366958622772576
1262,0.8204081632653062
1263,0.46491228070175433
1264,0.5789473684210527
1265,0.6326732673267327
1266,0.3611111111111111
1267,0.49639999999999995
1268,0.13888888888888887
1269,0.47857767414747887
1270,0.4065656565656566
1271,0.6729323308270677
1272,0.6811145510835913
1273,0.4767441860465116
1274,0.516709531164425
1275,0.6081632653061224
1276,0.27777777777777785
1277,0.4962406015037594
1278,0.4523026315789474
1279,0.5094701888221609
1280,0.5198
1281,0.5296709753231492
1282,0.6111111111111112
1283,0.430195278344506
1284,0.25252525252525254
1285,0.4642857142857143
1286,0.5201238390092879
1287,0.4707037148897614
1288,0.5796787097727537
1289,0.7551020408163265
1290,0.2222222222222222
1291,0.48182957393483716
1292,0.5641447368421053
1293,0.5923375534274739
1294,0.19444444444444442
