Study,1,2,3,4,5,6,7,8,9,10
Chen2019,0.5875574352548036,0.39711779448621554,0.3690596684017737,0.5655555555555556,0.40942500481974164,0.42319444444444443,0.5707497911445281,0.5156517094017095,0.3455639097744361,0.5792241019214703
Jin2017,0.4515277777777778,0.6634856371698477,0.4276002506265665,0.39225668337510444,0.553776267592057,0.45223997493734336,0.471741452991453,0.5467514941199152,0.5183993637941007,0.5630116959064327
Nigita2018,0.4766666666666667,0.4768421052631579,0.28124477861319963,0.6021153846153846,0.5057142857142857,0.5830128205128204,0.5571047008547008,0.5865288220551379,0.6923611111111112,0.5802884615384615
Yao2019,0.5596595655806182,0.7536858974358974,0.6113782051282051,0.5668055555555556,0.5315277777777778,0.43875000000000003,0.593233082706767,0.5715277777777779,0.4893233082706767,0.5380451127819549
