real,mirna-shuffled,case-shuffled
0.01971684858527389,0.08246071777559076,0.2343793276028109
0.2469874562961824,0.024707173935851614,0.9065850072708179
0.0045877797707647465,0.24270217084649887,0.0398078448938758
0.8221563497116388,0.013974960604763812,0.20542961888059813
0.5345049643839085,0.42204334019971435,0.07091771385469245
0.5414696166807828,0.1494966757508144,0.16042151217824677
0.9589301866944142,0.7857155248181251,0.5983496665919386
0.0788872586039274,0.259486932849051,0.972884557647038
0.8879084523964885,0.18095544911694167,0.3461535339542114
0.2189539306110252,0.5417024906187934,0.09746927035891852
0.7759376843792587,0.757361481329778,0.3550870090735646
0.3012951927462098,0.6070886873711656,0.03380424549299451
0.9927897791825822,0.9359849750761975,0.34073391652982066
0.07382586446089474,0.17681543117051696,0.013231428860501371
0.4172829405310828,0.06709639034645282,0.1857498870896762
0.3910446970433367,0.5732023398432556,0.15875018033874996
0.0034957578796624847,0.8850414582516377,0.022325966724493603
0.6573409894773699,0.35019876705735,0.5131614921295311
0.0022642323036533053,0.10990363997730619,0.1898152770185758
0.605085476892424,0.07274980366482321,0.855489242797876
0.6574522323858706,0.9823529156914863,0.3554482612885681
0.024507721704473892,0.8417158694416663,0.7635761547379274
0.369938187952517,0.01939224935746891,0.05948294157422506
0.3940451614416579,0.2860434299161933,0.8597546890084166
1.0206137437009939e-05,0.6294162501291474,0.6114410425323672
0.023804959927539688,0.5303049052810315,0.16556644824849237
0.37199566890542607,0.3130647627247662,0.8682479953872053
0.00864339921679779,0.722253873396045,0.019861682299660243
0.47633867012441494,0.8785478816861437,0.012473474517359327
0.31217667181213565,0.5968188046444101,0.8513414451298644
0.960621798727431,0.5005280691144682,0.03162696967684288
0.4323206302147693,0.8527801011710187,0.46531020917217625
0.00039308472548462916,0.5391780491695838,0.7121588044687885
0.9863555707541934,0.19992532623201645,0.1313088853335461
0.5678968469483692,0.5103175669898548,0.7880901352834352
0.7946345068617434,0.13305958644187307,0.8462565603288971
0.011264257380344846,0.6699208230359391,0.3110324119171287
0.9358234363701906,0.26641494932160126,0.19220718505766604
0.25070295140960713,0.051475825696414505,0.314054522833201
0.12178537700438218,0.8315483363413814,0.21944383144588023
0.20524642019554687,0.5523553423599415,0.42004110374061243
0.003937993522696078,0.5902030683631891,0.5394927394204192
0.06667788142639111,0.5076966542455615,0.475586527423149
0.9869391957184993,0.2540005900043102,0.4575697557032988
0.37995910533886507,0.18593020206967445,0.31309278598099904
0.9809728532897376,0.07155096517152253,0.8321998852005633
0.6337378589996084,0.49343385651959587,0.019305111054838255
0.0420195656157521,0.7464485141475059,0.4769869502659502
0.029590929597798694,0.09736473197521428,0.046927602561450975
0.6748466061156082,0.2960337630373972,0.04481539951518296
0.9401243458030278,0.5314909770172002,0.2976800825474337
0.5001931884080267,0.36323463924827987,0.17883883116758437
0.23163653789893113,0.13771295756965338,0.1101545712019231
0.28916174153052615,0.12688705365335226,0.892051016036348
0.16877242776080506,0.020697101857196247,0.11648716299983018
0.4325135778014801,0.48473612808215244,0.9894706674483706
0.7668251252185097,0.6149720113793338,0.7197999812026187
0.1487915494039994,0.40046349826657196,0.625172565317303
0.5627001390589202,0.4386962520138639,0.46744651153557604
0.18890448126205342,0.841006402951058,0.21181198185187644
0.03347792223621306,0.3031364846385687,0.006806137072106429
0.050257369466367816,0.6160070247510174,0.3978827284584643
0.9890352795119363,0.6602410765961013,0.001366979736576151
0.0001402844944765766,0.42711003761917515,0.20600936482273322
7.003200379497938e-10,0.08819696315649216,0.5086295478471565
0.8963733682833585,0.33637245179346653,0.4940148732009492
1.1515651548083985e-05,0.7151222847307029,0.5589600275372523
0.12804672053361385,0.10309279094044058,0.0005152692571043161
7.474984425225536e-11,0.47376630074898124,0.9396746855808605
0.004237622472886135,0.6649638569549344,0.7475486542444539
0.219011583692649,0.9705893319571081,0.9545968785625266
0.2231888604545697,0.9291463965175409,0.8771332283184541
1.9554061993469493e-08,0.6337510334274586,0.08728315479554179
0.05806207657336095,0.8986990447026448,0.2711252231472101
0.0010578144917107294,0.743344863998282,0.005540559009552407
3.300676579620421e-07,0.6591383883075027,0.1333415843831822
0.006652896568789937,0.844790551541604,0.24105633539240248
0.03756021510500965,0.7605872643485075,0.005343398421661728
0.548821063102718,0.33296719608139547,0.5143883199176985
0.2729222046287254,0.4490908067769278,0.41265608503696477
0.2975322939790805,0.6732536723525678,0.5570718062247138
0.21369264100480453,0.805382313797346,0.841319246107489
0.11709759729836142,0.5691292905515781,0.010868146226602884
0.09731057636302923,0.961913514359542,0.7724610169153161
0.3772248643567754,0.6669955693584079,0.014474043268022744
0.05584007392350252,0.5885851706333025,0.5511800881571404
0.8683022710536592,0.08182478985159578,0.061409606519425716
0.39103072448625187,0.17290385188151428,0.6284669882122628
0.18914960618306617,0.28666514987985275,0.59751196092461
0.37640477714895654,0.7577717695442165,0.4979346399621053
0.502038115144818,0.11306504354930474,0.3970293775071562
0.06412804001385586,0.1989529420095246,0.6629767924360199
0.3150099282565157,0.5550838600013261,0.7187118684717663
0.8358915374972449,0.9930383790301539,0.009074318367674689
0.22743030651537216,0.5186684407490799,0.007718177435942258
0.9510519205515123,0.13847325836471638,0.649587634346658
0.3918264742135617,0.5761045142519563,0.07317360027876875
0.5417845804395669,0.7082683027754216,0.7118358114860426
0.019647352071450526,0.4474525891570029,0.3969246912964526
0.6797328808751546,0.07230832186494165,0.1403766730491255
0.695406956502024,0.7524624579859704,0.016828190846044908
0.9868060669680565,0.5227276167964626,0.9283064040798462
0.8548014991005132,0.3649031235698756,0.026261011234591333
0.49140052548440855,0.7918352091275311,0.7835071595581732
0.9001958086442914,0.3702023954193831,0.07509850839500327
0.01800023035846398,0.8161006802397989,0.005683913562197976
0.358331169026431,0.2529808956575293,0.8630709868472766
0.48523948745852263,0.17761084312090222,0.03750944980536775
0.11097732943021893,0.8956848442606629,0.0010153545149266246
0.7256499557007244,0.19122885819808055,0.5538515697860524
0.31297783765644366,0.45960806072351545,0.020073268808450364
0.13644709997456808,0.39638603911572723,0.6807702019420131
1.0519229735754566e-10,0.03702341015289943,0.9600572971441409
0.5204241673103529,0.9918426943054579,0.8284015996202027
1.3680338197059554e-09,0.04602650732948426,0.04366667852496675
0.4321662427864607,0.5421957556008491,0.14342123997256734
4.383822589099016e-10,0.5677036238583738,0.004939621815120583
0.30778199136512446,0.7829088138176866,0.28935801483564266
0.8099841122315803,0.057739339265935996,0.9630577703746176
0.42844903979334575,0.21550261764364861,0.8959593668691479
0.010029304498412968,0.6487384893980582,0.8284786841272458
0.016271620864485293,0.1401896706169477,0.4507724733886878
0.72233482183609,0.8095012076001554,0.9445854249048886
0.11756995429505428,0.14207148535484318,0.03760273055698531
0.20726654240360476,0.35545530314711465,0.013681349437262572
0.8499069479146791,0.3223849755952864,0.44054760342514393
0.6894905478974473,0.9349243658695374,0.7449112065409254
0.30365975969018316,0.2504218681306808,0.8589118692073162
3.296029871977138e-62,0.3507054057101899,0.11709020639480776
0.3881480393452353,0.11428620568089384,0.01751176325483107
2.747515965949729e-09,0.3593096811853793,0.7115139398377708
0.30717944447527845,0.5845701313688376,0.30988169877233535
0.8992371772170907,0.6488528548206395,0.025278450907664462
0.26785181487652576,0.7394080635230922,0.6883858921295152
0.016038557045791837,0.5622007867677838,0.7561549882334407
0.029515159679137412,0.5659764998720116,0.26039125121959045
0.4488378774088095,0.24194966352321,0.2710663647009365
0.7123977125414903,0.01415949142019188,0.20491220687499548
0.7480513844453345,0.8715317465863105,0.167598163682624
0.0051274464673996736,0.7983927536792379,0.28735972933153386
0.7963186011736082,0.08942214186220805,0.8247455328833673
0.9658519345778833,0.7346620141829124,0.9332446250546083
0.235932894094745,0.21853121995273658,4.083369826360536e-08
0.44779224937482526,0.6651170327952908,0.27300269683815964
0.8574998758537603,0.4586801420678336,0.10453722027169038
0.5311001691649807,0.4830561120814388,0.7202135517130624
0.22127987899149587,0.6357347404704292,0.4627263982233883
0.3599674561500778,0.3770720759132777,0.38970799814784496
0.8545280597419808,0.7946207959350133,0.009598824902983139
0.04838411723611884,0.8352247727682072,0.21982247486232584
0.34357958377204306,0.006154507692925342,0.8288279314716022
0.1923787980458005,0.39417963367433856,0.8940201572458454
0.34766282362420675,0.32345879382837484,0.6116575342571051
6.837526786054196e-05,0.8547577018080476,0.13250647216423497
8.325228046328041e-07,0.2617591431886844,0.5988792539705766
0.8384808657666973,0.8525339965922447,0.7864672797153918
0.659414921796787,0.5713506158859541,0.9727231109245622
0.8891148289820651,0.8215291181003961,0.9349159656491771
0.6480734961300989,0.26584927097396444,0.7042410733125347
0.3763908318619387,0.1737229181697296,0.08679838036177918
0.12663157751527276,0.07197908980982103,0.00018785138019795897
0.10013446982245006,0.38195507351370805,0.02807593862025906
0.44814874838295515,0.08754178435282704,0.6570285858388801
0.05451550319973578,0.4060162864403522,0.9021090846368418
0.6689148100263348,0.2328933626799469,0.9551281245737984
2.8242288443872843e-05,0.1744909026839781,0.09131405531298574
0.33166177277869396,0.7609044328701199,0.6059266829853703
0.1217766952954013,0.3583889460272778,0.009020561033748228
0.13334841278253803,0.8816302435485742,0.3953383535494032
0.6919898450328504,0.6568933277944203,1.9163609661636146e-06
0.3263495858970381,0.45834360607990565,0.014674229092777196
0.03950260943687999,0.4277547383235024,0.010950214384752759
0.20608274273703947,0.2630271861338549,0.039294507615947924
0.08223921663227164,0.5383385083569872,0.770453210269754
0.1171162085903248,0.8727157835256926,0.7979332846705198
0.0013000869097571687,0.7698030766552652,0.2766877293632447
0.18028100255109455,0.5081600348644059,0.0905482463351269
0.5224314357682186,0.4429834856099534,0.5343792631620221
0.4325434526274543,0.3547088137169925,0.09059250063533665
1.4424449922500816e-05,0.24644012232664972,0.7689558341409237
0.08893950214604002,0.1953980505328014,0.46092088145528437
0.9205725512610261,0.8007944785202612,0.2518333207601059
5.799185827634547e-05,0.7696123877540985,0.9381590924976148
0.024431399218490076,0.09303163155909905,0.03937366200050449
0.030102252243692583,0.8316102178981128,0.8597422837628051
0.313719588722586,0.11551996624988545,0.7335267691226481
0.6473027295422704,0.8855223059395,0.09816924646905485
0.4531596862867566,0.2448464885636444,0.7949552312300094
0.34262357275116995,0.467548478958343,0.5444074320897924
0.6237933051175171,0.5039605203914205,0.04215951993483351
0.12836286427886417,0.3357335662033528,0.6250899964980726
0.19066612161122684,0.5643209138580739,0.7139522863971658
0.99933150377935,0.040796991575871425,0.5025024592613672
0.5706927635006511,0.24194150157399927,0.7273903567589425
0.48827454135392656,0.8646046938306919,0.12918681279902403
0.14369806679328914,0.38753811781590974,0.10041374692259236
0.9496782141826393,0.7394995927849934,0.5439419159812263
0.27436932706453426,0.5988657195294869,0.3778510177194943
0.7627714868474067,0.9914524097062508,0.7605214990323641
0.04944179125286707,0.15084055847331496,0.28856554870860573
0.6338349236854063,0.16694804953049167,0.5399304411707333
0.9409708539706734,0.22361596687151497,0.3195977081752039
0.18131682099007945,0.46089974032001946,0.8083487859147792
0.4768258942923657,0.2742159896835168,0.3186988614271589
0.9250297966942403,0.8734157165617615,0.5415206866788012
4.706703555293912e-06,0.41902601426556313,0.007342363808470992
4.090669193128471e-06,0.057437184750223774,0.5048797593765084
3.69572980699686e-09,0.07253181169419094,0.3151559372874964
1.5331107818233084e-08,0.11490063495901158,0.5032183254546982
4.1183205103691804e-05,0.2594869581014312,0.26012070718256874
0.45892782059830917,0.5172803814237565,0.7472204485734981
0.9531280167115657,0.9063296403976404,0.5838176146229161
0.12974919883608457,0.6844965004415676,0.005588103039166197
0.7088304093287843,0.7546532654396451,0.2171952940908423
0.06341111593532509,0.428242206339388,0.2552179930674433
0.46926496803473144,0.21336718769042506,0.36256289600477165
6.748129605045076e-05,0.5707613537979473,2.490540235208721e-06
0.0002520679842994922,0.08680540332276537,0.00901944897057849
0.12147641224636047,0.5676481288539136,0.008651304767844271
8.148830290846432e-09,0.5016663924442266,0.5440048610476771
0.0008250694974470655,0.6660056646095026,0.07554202941765166
0.1298680920558125,0.16762270782267538,0.21229924878393508
0.41862866780074276,0.33947083724414,0.451624431066088
0.46153324422398245,0.014680046407719534,0.25981091736667083
0.5356796382029732,0.9366274247609068,0.33183172728306154
