p-values,log p-values
0.753650856437591,-0.2828260733398702
0.18052715127335248,-1.7118740899544918
0.006321005672147292,-5.063876958142703
9.097129800064968e-05,-9.30496650778481
0.7827516523848566,-0.24493980777835278
0.3472935225696937,-1.0575849702275355
5.680022461042992e-10,-21.28889574280624
0.00801300337181264,-4.8266896353935005
0.00011516894366853159,-9.069110432258041
0.001470059072094805,-6.522452693900385
0.21304107815717852,-1.5462702766688639
0.648192446096174,-0.43356764200477593
0.00013089226355290912,-8.941135988759035
0.24005672770991424,-1.4268800181120835
0.020618351229914938,-3.8815737633422174
0.006885611926300601,-4.978321272566404
0.17134436395293964,-1.7640799232191666
0.5690746727777587,-0.5637436183560834
0.8455018195075611,-0.16782495865579855
0.010407549001262189,-4.565223870641785
0.4417193843762527,-0.817080475500971
0.15738061597048592,-1.8490881019772156
0.45137271269701074,-0.7954618668091281
0.8120909593787289,-0.2081429261547907
0.8734851991083831,-0.13526409390374888
0.5974021663887892,-0.5151647468444847
0.8191474875322676,-0.19949112888498566
0.6289755136853499,-0.4636629519975564
0.12404808113258588,-2.087086037463878
0.4287664931797005,-0.8468428131842536
0.6062543405492252,-0.5004556770872493
0.02965063799403271,-3.518271636264582
0.0027325114829579405,-5.902534135559029
0.007309181625190993,-4.91862396426588
0.019923939482765825,-3.915833281179556
0.15973684201158744,-1.8342275552414167
0.7338537115352052,-0.3094455733166722
0.9590134468261183,-0.04185018248050757
0.8067544740081227,-0.21473590234728682
0.9944010013749249,-0.005614731771938258
0.07257022192108047,-2.6232006076689256
0.8899825521538975,-0.11655342076958218
0.7747733172708977,-0.25518478625746044
0.7974446743067866,-0.22634282063960393
0.6318403797863384,-0.45911848036405556
0.35575021347269875,-1.03352644194855
0.47402572830534173,-0.7464936796349254
0.32655270034573564,-1.1191639333498369
0.024565009479656313,-3.706432227460671
0.32077556511944344,-1.1370135744710397
0.04957313462865037,-3.0043062325428918
0.22193501073813132,-1.5053706843907024
0.173488295904248,-1.7516451406358093
0.8062660218339965,-0.21534153902743497
0.3105739399817625,-1.169333273971172
0.7400508844491912,-0.3010363323787952
0.07443026738318359,-2.597892600205329
0.5476107296861789,-0.6021905917382936
0.1298132275191529,-2.0416585729770875
0.00011080620122150678,-9.107727817514094
1.4884065587566743e-13,-29.535900084859957
0.06265547563085397,-2.7701042011263817
5.2452698272736056e-08,-16.763354058761255
1.1775193741591172e-05,-11.349515464558836
2.173973507630666e-15,-33.76221979228837
0.21929558266004268,-1.5173347666702277
4.633524612093046e-15,-33.005458561108725
0.22922849143902999,-1.4730359936689652
4.041203744615846e-09,-19.32672323276552
2.0815369753136596e-07,-15.384989099680515
0.12134896101742543,-2.109084908713296
0.5712093583830927,-0.5599994843670724
0.3648056345101638,-1.0083905754238183
0.09195495359066332,-2.386456456727494
0.04986484745341902,-2.9984389843244217
0.027737682188349468,-3.5849634224403735
0.38459357798637744,-0.9555681438702041
0.17255558260820617,-1.7570358763932132
0.3703039828036012,-0.9934310355071214
0.737620820468415,-0.3043253798219553
0.8716379140049172,-0.1373811775404877
0.3300044345700453,-1.1086491865208552
2.2282447635139997e-08,-17.619466569970644
0.4511178319826932,-0.7960267053497568
1.5234343490424737e-08,-17.999713517631214
0.8986569520855752,-0.10685390567027367
0.6672173198951377,-0.4046394691990849
9.868666871467028e-06,-11.526145782388497
0.0003389520429128187,-7.9896519269249975
0.08939169790919123,-2.4147274656652815
0.17350187334208172,-1.7515668822928128
0.09105208269277598,-2.3963235989045506
1.0662724495222462e-66,-151.90644726335333
0.5850723692598159,-0.5360197312650636
0.6939693920256287,-0.3653274231573985
3.982263806728655e-05,-10.131075011716353
0.0006606972018544175,-7.322214914060124
0.1627788127912225,-1.8153629764430332
0.4561773736116837,-0.7848735678811726
0.8917512760448052,-0.11456802379960689
0.5624600925770914,-0.5754350939500013
0.9521536610840361,-0.0490288485140361
0.9252571778092689,-0.0776835500488332
0.9299522583801638,-0.07262202922761817
0.9751793937802468,-0.02513383128827421
0.6269716143838032,-0.4668540114891759
0.006821073776864968,-4.987738374231856
0.11857656728324031,-2.1321963896525418
0.04634379870492533,-3.0716677886953194
0.03548562213037655,-3.3386276749515638
0.00124895055093834,-6.685451639544503
0.0281692742506876,-3.569523460624611
0.23610553602987477,-1.443476387347375
0.0014042922797707317,-6.568221818569353
0.03439813236459037,-3.3697530078036575
0.7431544874216688,-0.29685133202604025
0.001759449464410474,-6.342754323177781
0.5201578708696499,-0.6536229156569087
0.004186536347079972,-5.475881534384474
2.2895522431233528e-05,-10.68456919354235
0.33118262804085324,-1.1050853094141362
0.41086342751210503,-0.8894944128654027
0.10676299941231777,-2.237143859933033
0.09144097780863104,-2.392061566107535
0.13424324593522785,-2.008101856465975
0.0008000735290511981,-7.1308069232059355
0.9414394269076461,-0.060345269749483045
0.7451002477639894,-0.2942365088980314
0.8796459395381815,-0.128235793904801
0.8577301048665468,-0.153465792072125
0.26887617868064473,-1.3135043076543593
0.0001593904546071964,-8.744153676668509
1.0898416043153149e-08,-18.334648375412787
8.445842329551453e-12,-25.497346827652677
0.6921204729400298,-0.3679952446730685
0.12389148976922619,-2.088349178991554
2.0798207576129394e-05,-10.780643749194763
7.970767317999183e-09,-18.647485072994414
0.7864253407542122,-0.24025748692189902
4.005774324693928e-06,-12.427773656632516
0.16074137372512448,-1.8279585799784879
0.2547278838589347,-1.3675594257257333
