Fold change A,Fold change B
-0.12639750734199046,-0.8320231134670518
-0.08415485340941133,0.07931811406342647
0.4963254052772486,-0.46872219774725665
-0.7051575889809399,-0.4219071491319257
1.2370518783319664,-0.4362186398758977
-0.3670178407521373,-0.3649324369114527
0.1690959647542643,-0.5344000295659098
-0.2794831244908663,-0.48778323170068566
-0.2742427343503471,-0.635343363792553
-0.5104350993007323,-0.31046598367416967
0.05989743596210165,0.4204744695446988
-0.047893574282477064,0.3499102744658224
0.23829773428514225,-0.484624232870484
-0.06565649525098245,-0.8570325641410175
-0.17860530559651863,-0.8117906628574684
0.21146762562486748,-0.5872952948634621
-0.5761351216783197,-0.15511525179375094
-0.04204806083635364,-0.48285978883816966
-0.016257812868793256,-0.4534896934736741
0.718167201371045,-0.09526110289230647
0.11769885661182362,-0.30626220487304506
0.4926009277171124,-0.346652776374389
-0.008827665537066367,-0.3109887136317796
-0.08294110202276464,-0.4176257387945041
0.2667916861560501,-0.462824451693028
-0.18339587597408713,-0.6855909204735939
0.12394729458153839,-0.10309733629085951
-0.02633954186817527,-1.0717872354523292
0.08083205104284474,0.060530709037053654
0.6034128456960399,-0.436115840937722
0.7500695983162927,-0.40188017146485006
-0.5504002378191861,-0.06931477606969197
0.18974606334954303,-0.5703162514292877
0.06537775009801716,-0.657343770016346
0.056774975002704724,-0.3374356522444934
-0.8760925913287358,-0.7260558946328971
0.11755335062761804,-0.26697638045219646
0.3565591636322991,-0.3041076014499092
0.12720575015314536,0.02358033346168433
-0.06749204083825902,-0.03801572380980782
0.06552709340814687,-0.6015142782864302
0.2942652219618862,-0.5502755910182712
-0.05016700876142543,-0.3112845279024875
-0.1178643742067013,-1.094817690312006
-0.1908679715150553,0.06483946367438406
0.34216435532633094,-1.863298079816735
-0.014148821275517115,-0.21626093735815632
-0.05597949020100692,-0.47208459716813467
0.46881327991391686,-0.5466541228196218
-0.5579391705110105,-0.20830021719158814
0.1442674558835819,-0.6321129354599733
-0.3453949181579212,-0.4996908415797785
0.056480071442354764,0.0027057200238658173
0.21170531641278603,-0.009084409625365546
0.8328812390242277,-0.4203318584616408
-0.24459600743810345,-0.19695699275396658
-0.6189822479513998,-0.43032619692102814
0.3953442635366995,-0.7596386713162535
0.04807169054650828,-0.21270611410408705
0.43653055980463495,-0.5135200263077021
0.4544012207485618,-0.47461179825242916
0.2854454139825545,-0.39204179953820484
-0.09537889659947586,-0.2982641648221622
-0.42426914464319243,-0.28736503787174383
-0.08457604992736946,-0.43953467251296774
0.478990918472992,-0.8714534096066199
0.32121798255831746,0.07583155195306018
-0.40155780139536346,0.03443547700692328
-0.12174411922512918,-0.3929500168281755
0.17819940552747807,-0.48178359725839104
0.5649102879035665,-0.3771220996847368
-0.04648696039400271,-0.6297792527885258
-0.014546398678089002,-0.20124623327625846
0.20325588697171057,-0.6634760929254007
-0.25316709991560415,-0.18771978580165222
-0.058225768240555156,-0.4745941989966341
0.22451567136195533,-0.020287104749977334
0.16331352804570576,-0.370553806431393
-0.8071225724503687,-0.09292009302090648
0.184927515703036,0.22278132022550273
0.6331416273014778,0.017281010645173647
0.001595441334201205,-0.030931821080866867
-0.5626245252200816,-0.367994435245781
0.23079281483007,0.04530409549702797
0.25743086934907156,-0.4669274576085508
0.44247070865696425,-0.4900499978822729
0.22446795358779748,-0.6690323900538155
0.5607130152087778,-0.0029771127351795163
0.030949991414921912,-0.1453546350204856
0.18552338634962523,-0.5132498167253522
0.010963408564068746,-0.651839533555775
0.28037177955196146,0.27670932328934345
-0.11845389511870805,-0.4980068266393439
