means,variances,type
0.5218588711517119,7.781470983685147,Sample points
5.742414612782062,0.7322707728463751,Sample points
-1.0850381031626581,5.487279816451451,Sample points
-0.4386829130507477,6.326445254516282,Sample points
-0.7151281084340285,5.899738447781354,Sample points
0.3894067897224892,5.14481247453208,Sample points
0.7815443320862702,5.364682499177052,Sample points
0.8343785421728108,5.145879542673164,Sample points
-0.2680398416434301,7.131283807263707,Sample points
1.0796543677532058,6.154336322514316,Sample points
6.4734235512425125,0.5245123345523843,Sample points
4.406054709807696,2.0475449414776854,Sample points
-0.6651357996212616,5.896055666939309,Sample points
4.393547542798332,3.3871958505401176,Sample points
-0.8054225964634087,5.765456633177042,Sample points
3.862367974343482,3.167676511767592,Sample points
3.983186648649843,2.4774626691052655,Sample points
-0.8777284587788464,5.668213182973131,Sample points
-0.30802219903605715,5.76734050606333,Sample points
-0.3129459671498395,6.563433207454701,Sample points
0.2643579987024553,7.906560016474179,Sample points
3.5293878993087713,3.2471647058123225,Sample points
12.86046616199257,0.32567800739293407,Sample points
2.993975420418811,3.615876278219356,Sample points
4.217467893530181,2.799126970217625,Sample points
5.5415364775082745,1.1502265419922344,Sample points
-0.5246577714017104,7.125984869486221,Sample points
-0.4445689025737185,6.884305167756649,Sample points
-0.32313046109455174,7.083191795829528,Sample points
-0.3592204024767625,7.428306025185655,Sample points
-0.39309225699732947,6.974706165422154,Sample points
3.3875146764711603,3.284371814863184,Sample points
5.7243495687451675,0.8687459198213929,Sample points
0.347706363513089,6.922326966569206,Sample points
-0.025558430175748666,5.5643169123754825,Sample points
-0.400585260593483,5.904056148293592,Sample points
-0.5165533086762826,6.1717499347533815,Sample points
0.8584835487751077,8.056801979734885,Sample points
-0.03448872461511834,6.043913660732578,Sample points
-0.6835796725592966,6.447945023333381,Sample points
-0.9716883709983981,5.944883960719633,Sample points
6.629539246357118,0.5877890617156346,Sample points
11.969746253876076,4.321220677678213,Sample points
1.9988553320170925,6.1436231669304835,Sample points
2.2546404025467424,3.485967249025862,Sample points
7.407660555622874,0.2665720058883433,Sample points
4.168555364647974,1.834316386364349,Sample points
5.519688546015484,1.647680227001036,Sample points
0.41331766173210505,5.316428485898755,Sample points
0.9804267600520852,6.262710467222295,Sample points
4.666309219776705,1.6954235836823623,Sample points
-0.6144856580024048,6.36995977328445,Sample points
5.690076269724617,0.9259474038296441,Sample points
-0.5127024716725426,6.172028841026913,Sample points
-0.6995497635323199,5.528471217243607,Sample points
2.9911387111308723,3.6583732620963363,Sample points
-0.19239365222008506,6.00453879646404,Sample points
12.462102627759085,0.27679081131466243,Sample points
-0.90792131862313,5.389525555514262,Sample points
-0.5532995010854698,6.435025868275288,Sample points
5.528915801761486,1.2577797072054502,Sample points
0.5054208857908667,7.693020763512415,Sample points
2.8320520280082775,6.0724023987796425,Sample points
0.641149024998131,7.613389557022935,Sample points
0.7429559898440178,7.335991826152721,Sample points
2.277191741866187,4.2771435257686115,Sample points
2.800034393690709,11.516606057935078,Sample points
1.5123939219388365,7.601486041775273,Sample points
1.4067937303485543,7.204918881136807,Sample points
3.922273709475172,7.986246545524719,Sample points
1.8309855010483458,9.257377722544206,Sample points
1.7809535190697054,5.692395711187313,Sample points
2.0065076836228686,4.093143259253942,Sample points
0.15129579505822807,6.749414088819398,Sample points
5.078358050881957,5.31151038584632,Sample points
4.557097896143962,2.3358094212037135,Sample points
-0.04628427931650694,7.012059051286434,Sample points
-0.1879522765705133,7.2894819748954705,Sample points
0.4849065342518699,6.478517840727067,Sample points
0.8435165995152261,7.612533600005844,Sample points
0.5284297000307175,8.605766117645203,Sample points
0.8634478634978666,7.303061113107216,Sample points
5.016794150831463,1.2345600293772965,Sample points
3.0188625393058217,8.532438746385505,Sample points
-0.3179940559471153,6.76598811130764,Sample points
-0.5620086457916667,6.326409861383514,Sample points
-0.5181462544262814,6.47432127306594,Sample points
3.2655513366185938,2.6373023358352086,Sample points
0.7418982115229696,9.048299932911402,Sample points
-0.17881474037446543,7.623410435274782,Sample points
-0.01119736906864127,8.1246572688946,Sample points
12.43424196584402,0.9112452201224265,Sample points
3.8683639041188513,2.404692859682682,Sample points
4.700528092568633,1.3062009354539177,Sample points
0.29019818837179656,6.587373140632184,Sample points
-0.7891344222374467,6.101990036083233,Sample points
0.0871000917382501,6.42009957771963,Sample points
3.122518838855503,4.019243062174321,Sample points
1.0182845968611152,7.580374954264264,Sample points
0.5871940054254775,10.381651387117056,Sample points
0.6455919588632485,6.859970167379484,Sample points
3.668570158121258,9.265532459903325,Sample points
6.324886367002668,9.87301888666532,Sample points
0.2628869739866494,10.141704387539885,Sample points
0.15820716773023627,9.499078607706403,Sample points
-0.18855222673103503,9.35280856475062,Sample points
-0.17569386756970953,9.236113277155047,Sample points
2.848078152178153,6.6795222487297305,Sample points
1.386831791179219,9.21056969160656,Sample points
1.0042105901760134,12.771606995803259,Sample points
4.828510085131688,6.141615596499294,Sample points
8.402973325931358,0.4436279133246783,Sample points
2.3537023953547083,10.80977476614418,Sample points
-0.06586283856436813,7.7834008015670175,Sample points
0.3715923677935368,6.939531265938631,Sample points
0.40480808409455243,6.706598612440778,Sample points
-0.4572238648731311,7.39479865705077,Sample points
0.3313302252660281,7.8077714235552955,Sample points
0.6424470259236155,8.020066918052487,Sample points
4.8965074718028845,1.8518110155957421,Sample points
-0.2020039407588128,9.038617806797971,Sample points
4.911294239528313,1.451499530995953,Sample points
3.611170695365916,7.567378689007429,Sample points
4.071328968027237,1.9043308745187397,Sample points
4.523949901514967,2.2517604729020237,Sample points
10.226824571420398,0.14673668657638073,Sample points
2.724548096987719,3.4458682313751727,Sample points
-0.5625367968418811,6.827983524413328,Sample points
0.7611034024572683,5.840077967308947,Sample points
3.3939613077662885,3.061592725139368,Sample points
4.1256277767889955,5.16339665702917,Sample points
6.740730191595888,1.5209755714684394,Sample points
12.893253397905983,0.5356205846498001,Sample points
6.673883034636488,0.6177907444384996,Sample points
4.842690286532584,1.149643160367966,Sample points
1.4464959281656005,5.000897254618485,Sample points
3.662450514796747,2.2451737642019483,Sample points
0.7685303158271933,6.241371314948744,Sample points
0.36748633316586615,7.5431407173012905,Sample points
10.096472970498112,0.31262583747676426,Sample points
0.6882262781151197,8.59878092417316,Sample points
1.775896661622595,5.831525142227336,Sample points
1.0021667423274592,6.393873006801085,Sample points
1.4208731146177922,5.997696221168172,Sample points
1.3233590514332272,5.922127362192769,Sample points
3.985108959094559,3.3100268490313964,Sample points
2.0660692312735005,4.823526100386757,Sample points
5.016237031256958,1.2523631509906181,Sample points
4.189702758249202,2.142688345770893,Sample points
2.632599340761221,5.328932549415766,Sample points
0.5708731966915089,8.168702700494935,Sample points
1.7690805793990414,5.267331757471917,Sample points
6.474012306301539,16.510978353551877,Sample points
6.99917449464931,0.3430041329689919,Sample points
1.5586339799484505,4.3199578327646515,Sample points
0.038838990341078884,7.257088601399663,Sample points
-0.06340059394524478,7.598141338708019,Sample points
-0.34506170971821554,7.258356650448272,Sample points
0.6016155726153856,6.347357823619309,Sample points
-0.09780047507371799,7.64576149277291,Sample points
1.0927395951802863,8.100257028570077,Sample points
2.9663681533902246,3.119492095540668,Sample points
2.4618800525483446,3.8318535994926775,Sample points
-0.24596159279033092,6.166910834085851,Sample points
-0.5713611141546474,6.154896450379354,Sample points
7.454941449603091,0.16899821082512212,Sample points
-0.625899884335204,6.263378080702098,Sample points
-1.0516447137067297,5.700766749574273,Sample points
-0.40698529405608963,7.642627451833686,Sample points
5.792946821688308,20.54887018224571,Sample points
0.035569785617787994,8.797259945282692,Sample points
3.9824055497978184,1.993913261196961,Sample points
0.2893019028795404,5.78491073376842,Sample points
0.38393738216639983,5.924872370362108,Sample points
1.5637783649153267,4.365025285613266,Sample points
1.0640930979025103,5.50009630602508,Sample points
-0.054845906320512124,6.4543303709252395,Sample points
-0.7034171757975438,5.922215475386577,Sample points
0.2883209638944973,6.918920712637897,Sample points
-0.5213194772363792,7.354165848046017,Sample points
4.914358993229968,1.6434829221559457,Sample points
7.911941651177355,0.8637559516454746,Sample points
7.244327792544889,5.198820011502525,Sample points
1.3988560886282038,6.78527839225077,Sample points
-0.5226070045625002,6.546183914288419,Sample points
5.823129229548617,1.2377232283249853,Sample points
-0.04970839583306382,7.982623551493897,Sample points
1.314665152772702,6.039851699779967,Sample points
5.183497220001073,1.5712087731183482,Sample points
4.037602702025895,4.926260472408843,Sample points
2.5388380834166733,4.005480961255743,Sample points
0.9822914585675793,9.990215580285346,Sample points
2.274032977268429,7.308944193722521,Sample points
0.43260720562099386,6.348804053324799,Sample points
0.6593629819139967,4.885973533822911,Sample points
8.522770531761207,0.106598041357364,Sample points
4.981023520781532,1.4957845011406585,Sample points
1.1771300312171473,4.995219422740857,Sample points
-0.41610861651228614,6.055666295624931,Sample points
0.6625754581963126,6.001998459489261,Sample points
-0.26179524349118616,6.178588541682528,Sample points
-0.3518678854596688,6.875414122775401,Sample points
0.1763593450379263,8.009066878136318,Sample points
6.598019566401729,1.0738678345821584,Sample points
5.357810748981309,1.0007139626705421,Sample points
-0.06009876751362135,5.7065581752445835,Sample points
0.8936811168295954,4.953733190406941,Sample points
3.5318924211896365,3.031993191465807,Sample points
2.3789211436848277,3.7352848132056278,Sample points
8.728314602738228,0.6137902618058265,Sample points
4.633222269835196,1.2484233430409772,Sample points
2.7504601804041178,6.599200419296695,Sample points
3.3798408373827513,2.987859551460359,Sample points
8.284666814709935,2.309012943582075,Sample points
1.1542677241848296,4.8325574204676185,Sample points
0.48090321216960413,5.592488427665711,Sample points
0.5137607051445016,6.3513510238357185,Sample points
-0.8796987520032058,5.993134388332227,Sample points
3.880829567641828,2.937408228940843,Sample points
3.676639411307953,3.9204202859180506,Sample points
0.3057667942286358,7.391931118890395,Sample points
1.2475827544257467,7.032392995764552,Sample points
1.1136681739698162,8.228751777754562,Sample points
2.0634461998186455,7.6449054070073625,Sample points
0.6728383879970637,7.019294876394626,Sample points
2.316438542333337,14.458247531773752,Sample points
2.6670189681690637,14.57770413042062,Sample points
1.604922559445776,8.610001737365861,Sample points
1.29263640061325,9.19332697043752,Sample points
0.31099821332852884,9.05559903765215,Sample points
0.6021077979861126,9.287249390227228,Sample points
1.7528560428629893,7.28363165692704,Sample points
3.3173679997983427,4.479388929655216,Sample points
-0.3150578052788449,7.260078492421004,Sample points
-0.37668436262072647,6.1743107441038845,Sample points
-0.792427382851497,7.214619742316651,Sample points
-0.5594209559978639,6.715894004008654,Sample points
0.7200466184879831,6.091856709682779,Sample points
1.4272416098255838,5.176887158695014,Sample points
-0.79827667671234,7.090176798498513,Sample points
0.2697292853071598,8.699652898227436,Sample points
11.860762941899043,0.22142014888703418,Sample points
-0.7109447931909733,6.700200902524665,Sample points
-0.5484526375243055,5.477769581755063,Sample points
6.721366867896903,3.2528186719080177,Sample points
-1.172082076747328,6.053730187719152,Sample points
-1.1460262829487167,6.085223894763436,Sample points
0.01634553278632689,8.189237096780134,Sample points
-0.7526033142860579,6.086497414278377,Sample points
-0.3949937987649553,7.678591573952119,Sample points
0.0053668284067863,8.946978614398404,Sample points
3.427936081294339,2.7086246308595014,Sample points
6.048858032360054,1.3240049539645817,Sample points
-1.1725048255699775,5.922265892856785,Sample points
5.001618988623392,1.7880084957087339,Sample points
0.5844202208287931,6.213655046074366,Sample points
9.031297757849623,0.0573928809657244,Sample points
0.8375549336447694,5.850526414244901,Sample points
7.528477736948181,1.2830485805553122,Sample points
-0.11675771220085192,8.716397243924813,Sample points
3.271232957231028,3.24674109485628,Sample points
6.633395675341333,0.3872769794932827,Sample points
3.222861076112437,13.64611200973534,Sample points
0.05536852114209521,7.671289925298054,Sample points
-0.9600005350277774,6.368913922047338,Sample points
-0.8892495439655447,6.987159900514031,Sample points
-1.0974769812401175,6.105902893968976,Sample points
-1.171570144878739,6.10234393579797,Sample points
1.0101106040178995,5.4398592296710255,Sample points
-0.9135377412636233,7.279442372877397,Sample points
-0.7949911834033117,7.5413670810398905,Sample points
-0.7403518813450859,7.540380410141399,Sample points
9.272411066464517,0.37830349906390637,Sample points
1.3435518071183188,4.987554672633038,Sample points
-0.9797037686431622,5.930475912393224,Sample points
-0.5123756920240383,7.6736855730805695,Sample points
-1.0970289795707793,5.801132808923822,Sample points
2.390509595911325,3.986590335508894,Sample points
0.11897654735817408,8.818474417146039,Sample points
-0.8035149422721706,6.65231389952294,Sample points
0.22308479828980005,6.85899485224878,Sample points
-0.8419256445657063,6.795394708190988,Sample points
-0.036720874717947986,8.80358516954579,Sample points
5.89227919470619,0.6023464078802688,Sample points
12.41605888363247,0.3383760476210108,Sample points
2.8523886952986177,3.178675804908476,Sample points
4.110872748179752,2.212030315089287,Sample points
0.20367822997809776,6.325547002395447,Sample points
-0.5523202063806092,6.256973848411384,Sample points
-1.0893877124431095,6.131152748064822,Sample points
-1.1616012912796474,5.695224193783589,Sample points
0.42668501025374256,6.299527315696373,Sample points
0.0029089115272452355,7.536869317041386,Sample points
-0.5685583754775646,7.058761635952736,Sample points
8.011008941692575,0.2995333260549579,Sample points
2.0907364332425256,3.9477175593215583,Sample points
11.231715725458882,0.13900598356535837,Sample points
2.561059644961535,3.6082480461375783,Sample points
-0.7988799455707806,5.771395341663483,Sample points
8.216117982855524,0.6828522699824868,Sample points
2.2546724926287394,6.923313830207252,Sample points
2.769373737403576,3.6871779027723735,Sample points
0.6656193515534234,9.46995053535035,Sample points
0.9331518062048622,7.934652558009266,Sample points
3.279084854340269,5.895500955441604,Sample points
0.5953139148766032,8.276666802321847,Sample points
0.8443321821311424,8.969601090583774,Sample points
0.7326046170870706,9.25701012454682,Sample points
1.7535242487553453,6.626093704560159,Sample points
2.2806875661605197,6.492417788982113,Sample points
1.0326186541792166,9.16884624040767,Sample points
1.1390885736346148,10.060689867155851,Sample points
1.239302795886219,8.516946407705955,Sample points
3.243231502427342,5.275756463138895,Sample points
2.091767151973557,4.421214198495316,Sample points
6.04236803763461,0.738752666264803,Sample points
-0.7736631211939103,6.924762592592528,Sample points
-0.500229426081998,7.6215010937300525,Sample points
0.18495983450240563,8.507830894162902,Sample points
-0.5750462482435901,7.648874309800022,Sample points
-0.07439513743429574,8.070363533626246,Sample points
0.1632936221623928,9.362025365879706,Sample points
1.6974726060405982,6.110841559112394,Sample points
10.252803072233158,0.10069599096725718,Sample points
0.2536598011517094,5.172436885445806,Sample points
6.825010460667464,0.5191361472306179,Sample points
3.62286142842787,2.9933816330578127,Sample points
4.1093711539348305,2.232948075053562,Sample points
-0.6378645942684293,7.973820282753762,Sample points
-1.2013167167911325,6.025362189313794,Sample points
-0.8764450770534188,7.040261234526134,Sample points
0.14612970007532128,9.723060107744242,Sample points
-0.323156801368856,8.373977697530396,Sample points
-1.1235780273229157,6.309096229508613,Sample points
-1.0561462129714199,6.10820526882309,Sample points
5.039442611124463,1.5321945114006998,Sample points
7.520434198766041,0.2163106411197493,Sample points
-1.0972203926581177,6.161568621075189,Sample points
-1.1927529434930553,6.049809281973757,Sample points
-1.1449941474965268,6.383252601572987,Sample points
1.0663175879172062,6.246777440466904,Sample points
5.034772347610567,1.5715446061931833,Sample points
6.122234687626866,0.7725135246790643,Sample points
8.193889369116473,1.5893529902735004,Sample points
0.31983937125160383,9.070415263603751,Sample points
-0.034008896190703596,8.241523842116745,Sample points
-1.0830994632064626,5.92587241007304,Sample points
0.4585135302513373,6.837098693638536,Sample points
0.49127261740598066,6.159449566017672,Sample points
-1.0803458646324777,6.37140723250774,Sample points
4.91588220121982,2.3654097988415392,Sample points
3.4951341128151685,5.796530649186311,Sample points
8.303423760021357,0.12512398422853718,Sample points
3.865952388524028,3.3156667917732334,Sample points
0.0070952003119674764,8.24640098216797,Sample points
5.5061684955732035,0.9251597920703613,Sample points
-1.045166692346688,5.887670507928336,Sample points
-0.622280457575054,7.2266220667545555,Sample points
0.394792846898504,5.169054986875815,Sample points
-1.2355666005630341,5.887082645295283,Sample points
-1.1177991577374469,6.303996643715944,Sample points
-1.0483029928373386,6.4989979402509,Sample points
3.7340332711434283,2.5703925624825783,Sample points
5.95956823538489,0.7255399920276984,Sample points
6.731323791391027,0.3826591083442095,Sample points
3.2921406888504223,3.229391034088586,Sample points
10.484002029223003,0.15566571138134994,Sample points
1.0473074240542237,4.837733584509946,Sample points
7.380129305555562,0.3657249805233864,Sample points
-0.6604019135761225,6.452285110325014,Sample points
8.31539828254192,0.2550620456374541,Sample points
2.3307748211744075,3.901143780838307,Sample points
-0.024456290384080256,6.722745773109783,Sample points
1.2393772148568392,6.771026897522936,Sample points
2.998526476838401,3.340219735721118,Sample points
5.497481248716077,1.3801563974345956,Sample points
1.4187303031135163,4.694355448014609,Sample points
-1.1349138903466867,6.021138085672839,Sample points
-1.177602505673343,6.048924638058557,Sample points
3.309054864183229,8.818347967612064,Sample points
-0.17751345293322537,6.823024729707214,Sample points
0.48884563987286306,8.727227924659207,Sample points
0.9153646046738799,9.664668292287267,Sample points
3.190433142500001,5.5027763747573255,Sample points
0.9985469878763369,8.810950178344884,Sample points
3.971101405147439,3.1222839676854073,Sample points
1.57820577470433,10.709871243676853,Sample points
0.5011086143878228,9.444912353428283,Sample points
5.679507636089752,4.209745977975915,Sample points
1.8414586880555543,9.872873964231482,Sample points
1.8977444617230221,9.702763282076283,Sample points
1.7327996074145315,11.204514994812863,Sample points
3.2872316585499504,4.19280854533567,Sample points
6.235442437607097,0.691024386560957,Sample points
6.542415992802362,1.649141103371376,Sample points
-0.7322896902470615,7.557593904063056,Sample points
-0.5734941727339735,8.302808413980237,Sample points
4.974586505391029,4.480726717686474,Sample points
-0.05420310901495752,9.619626846334459,Sample points
-0.1170669552318364,9.267689480794989,Sample points
-0.05404106302590632,9.659430656869086,Sample points
1.461292966814108,10.676713687940925,Sample points
0.04369830729727615,9.222151638909754,Sample points
3.922955519314365,3.3271783389157066,Sample points
-1.024520402211805,6.87487953615088,Sample points
-1.0141327092540058,6.737780889237737,Sample points
7.44429108888728,0.33854964051941067,Sample points
-0.6104806507224894,8.163228321153122,Sample points
-0.5372740279163987,8.825036917489307,Sample points
0.417310833694982,12.36301993183206,Sample points
0.3104892500309828,8.349317907186043,Sample points
6.415313728289537,2.113698221847328,Sample points
1.0517685971068367,8.810583106102728,Sample points
2.736512998234242,4.320873392464172,Sample points
-0.9008351822102045,7.355504330626815,Sample points
-1.1283261202043264,6.23948820431929,Sample points
-0.9977884416151171,6.840985465152539,Sample points
2.308495779124459,6.041534056644613,Sample points
-0.20417148361725274,8.643095668633958,Sample points
1.2839228751546494,8.519388773160687,Sample points
-0.2362926320678398,9.27726614929674,Sample points
10.770325456296222,0.20709359561101962,Sample points
3.770266252046749,12.042845799327317,Sample points
6.807078286142372,6.2280770322358645,Sample points
0.17459025693429583,10.218636765096036,Sample points
4.10576192621394,2.1129491955296813,Sample points
-0.6267104179348283,8.389720878653897,Sample points
-0.7985094390579592,7.907089643454892,Sample points
0.9949105903592413,10.291335217775172,Sample points
1.4729822061167215,9.685719243534402,Sample points
1.028911747953789,12.708198750264433,Sample points
0.6649269781610602,13.379844125503665,Sample points
1.6799286135723863,12.21182021776979,Sample points
6.246061037356847,1.7233042982468598,Sample points
0.11698463834615504,8.963860486465407,Sample points
-0.7251464189946573,7.349270324120439,Sample points
-0.18434783193082283,7.240429427255222,Sample points
-0.9964539573408122,6.856897080311021,Sample points
4.148173456786856,3.94850738819062,Sample points
-0.7355044359214753,7.615753708994062,Sample points
-0.8189664106848286,7.926695467091085,Sample points
1.660000962309033,8.353485659652609,Sample points
1.5837926261794828,11.08624691891764,Sample points
1.3206655600900137,9.65364900779552,Sample points
4.804704528932411,1.4919704490975938,Sample points
12.18574926235305,0.2359195847724541,Sample points
6.689545796139153,0.9583199292366437,Sample points
-1.1478840144986637,6.539967230746552,Sample points
2.943840752529904,4.430653302126867,Sample points
-0.5953520241017632,7.156668304248306,Sample points
