Fold change A,Fold change B
0.6299061870932952,1.4082224729035613
0.5534663744490216,0.9017329167916797
0.9191463511675086,0.9064027921051039
0.15826154841641782,0.09723791364787489
0.6145904366210474,0.6215715833982042
0.8722049415321208,0.3465966628363944
0.5607649592786288,0.4444586897354237
0.5761481168695374,0.7266909469737426
-0.07173302172795556,0.4293299404978198
0.9078729774019948,0.6267414902237445
1.0591874476612808,0.14052679030656015
-0.1687699561010645,0.13899150283925343
0.3123382306947867,0.046690317071520354
1.2454965655073442,1.1165728985329721
0.9280169998545242,0.8627361011773378
0.8795218634134978,1.4635765354940498
0.7479796241934489,0.23858951772452985
1.57182089301132,0.6025901661923363
-0.14938330353305806,0.2148911945315229
1.2579794052848734,0.6250280295356354
-0.25569317401920383,0.352307732843458
0.8644272590339164,0.5949553306012111
-0.21251999361590432,0.43366643207345423
-0.007490183692370703,0.11741118009078555
0.7693523755773046,0.17122930011760357
0.7381140884984987,0.2820971830668758
0.46553300905958833,0.21350412203004873
0.5333847899609834,0.208859588892016
0.8890325055328132,0.41962792613298683
1.1208208813672569,0.07156459966812793
0.35121983340168106,0.0649113587940853
0.2893847836295662,0.019740309145271008
1.0318474959223725,0.01644424226265198
0.7300351463672056,0.41273830944264794
1.0327948414621497,0.0946127860109153
-0.08418399675424598,0.7892664053560916
1.300701814826494,0.1321544222961077
-0.29489963760307836,0.046070996139409646
0.35240120672086206,0.7498672710754313
-0.2466373916978511,0.15862163637801188
0.7356804018509668,0.4325751119093871
0.9355323575445528,0.32995666334471785
0.9138370308166215,0.2694890066523608
1.1593662006706875,0.2795908658799712
-0.12704438899263001,0.3533250935029848
0.7937439060095165,0.08388163442758784
0.9642588231027788,0.8128078344945329
1.0230715817317806,1.2126836475749505
1.0154239276811914,0.41771964750440654
0.813834846213954,0.12593225568415273
1.3793092438731689,0.17752506121578882
0.20734098944760815,0.3574402124054854
0.6924001450987047,1.5023803873336563
0.5547090561253656,0.6552509950357814
0.6240505102654016,0.168570021634299
1.7836090194492025,0.38492161766778477
-0.22735548661523297,0.3206311498790289
0.8050737500414022,0.6956063299851856
0.4110712444531771,0.15757759565138305
1.052802390767061,0.32743695210798573
1.6779750257760262,0.41361012765355465
1.0152808810573137,0.6610870759167011
-0.5215678276829023,0.18756138519612686
0.46764052019044755,0.18544223076957705
0.992878197811567,0.9218547987073438
0.6416147941008818,1.2588912654981832
1.2717754169645503,0.14441373467870341
-0.31522192909666147,0.15419065984940655
0.5648447135059933,0.14583000483992326
1.0170784641614419,0.19482274549759754
0.7878060886900553,0.38716893133646624
0.9245308675003518,0.2560850895492822
0.4409001032325841,0.07774080503697925
0.8925596750838544,0.5014887533676987
1.0184965458889268,1.4053676611212904
0.6508058338786589,0.1943546447341406
0.22360467783536103,0.23919967105815418
0.11886801310497608,0.4140965269472936
1.0380208061042437,0.7249714024247071
0.7202176393919892,0.005022159342523371
0.038421744965648846,0.17811328059213644
0.9247269258708006,1.154429255537643
1.0910263694321432,0.47516340316305655
0.7490497838579978,1.250266733559216
0.34319178979725207,0.38445506768174564
1.6742535306277881,0.36679393054671316
0.3230148060576866,0.07361863900684515
0.6663908390865843,0.31746473641513767
0.9762408621618185,0.12890151399785502
1.0273149367959142,0.5702944031943491
0.6507762259927321,0.6079522832389987
-0.31020980481514726,0.16896898052088782
0.3582414224469148,0.31050282849328054
0.7467795499215218,0.2762431678687255
0.8717954786905167,0.7757073604125617
0.4515974145916206,-0.11898867661094993
0.7619017864763467,0.30473424856054426
0.748931508374716,0.8390057561042712
0.7363262280480098,0.6303357730547021
0.9097552490574544,0.6039017326675531
1.3092913863444569,0.648895013503785
0.7698883198305417,1.0733595793885404
0.7731466468845238,0.30255183237632965
1.2260464217030211,0.5222264225616065
0.8103258519615897,0.5702256466833855
1.158934388154535,0.6026149487642332
0.9477061069579379,0.5762972051042
0.4546302437117446,0.8325983791297
0.5558315403188948,1.3455862564069783
3.049350942787775,0.44122531492546724
-0.802649776647651,0.22118905754627088
1.8774437043247767,0.5076608343169015
1.1009395972930398,-0.24161128124039533
0.7594116495360775,0.3004280348064273
0.16884552122719598,0.6492945249970568
0.34495634546916465,0.15391458213073153
0.5451232015520423,0.059850017398886304
0.16130362351824784,0.47035751475707094
2.112172017532282,0.3046739837082807
-0.39090518708122324,0.32452672451653175
0.600289393940773,0.05141342003493661
0.7680578318932121,0.3890149814510828
0.5415572311012551,0.5229297667820635
