,PCA1,PCA2,Type
0,-0.86257548328601,-3.224955539632283,Cancer
1,2.5459398254030097,-8.126192198985969,Cancer
2,-2.3133934990022182,-2.496011603446132,Cancer
3,-14.127909984132424,-0.13722118621459145,Cancer
4,-2.4743832821531537,17.802542266411976,Cancer
5,-0.12234892359545539,-4.537336005665071,Cancer
6,-11.190184838642976,-10.057141106196944,Cancer
7,-5.3428489239603,-0.9473818296846839,Cancer
8,-11.576915359438823,11.667224137379408,Cancer
9,17.206713545150695,3.7733298870085656,Control
10,15.510073571640527,2.7859375892995994,Control
11,4.976672481893963,-4.85038207446049,Control
12,7.771160870123166,-1.6524123358133789,Control
