abc,means,variances
317,10.151384197137727,17.497398562751666
320,7.416613185747511,1.856342031220737
322,6.893969217970397,5.654357169637521
325,8.6181754167928,0.463508494819939
331,6.020160017938212,2.4136014374308914
342,7.88019295600455,1.330157470877644
347,8.58041803109568,0.2020989745871968
355,9.357696568952411,10.406716075087159
356,11.006054300525355,10.845997078284869
357,10.323838690156734,7.77188725761426
358,11.532719812988658,5.321161036928135
361,6.5994494373191195,13.881631170678027
362,13.2137728602802,2.1132272417331284
363,10.959058921077402,2.894251536548414
365,9.27723666461402,0.7371967379408358
369,7.263440160171437,21.382321484681707
371,9.369829131328567,3.0116539062663352
374,10.364564382893443,0.19284744218825192
375,11.221111302479391,4.04412355686265
376,9.725135895703234,0.4479683866689861
377,8.17719943497258,0.7375165996673149
378,9.21711703005437,4.67776762749196
379,9.263341657243766,1.557252758039595
382,7.083858079275896,8.24451433003183
386,7.7482989066487065,2.234219973897042
389,8.55990019058014,0.753161035111793
392,8.876302275056547,0.9405917398888656
394,7.418686833422885,5.314384390483569
395,7.070678878684792,5.324338228884234
396,8.835494588956616,8.992700411778554
400,9.624066859316455,1.3856284042501816
401,7.806315026231989,2.521051040378734
403,9.589007842263886,9.771689481716715
404,8.229026620987208,2.394933188813592
406,7.071726081638531,5.314402046494114
407,8.909428409404475,7.787167937835716
408,7.911518726787343,1.6169500430040553
411,7.952544496116723,4.493887526935615
413,8.296934048974752,3.758754818946379
418,9.34232802932789,0.8460345927698039
419,10.973635620253086,0.654716017286075
420,6.903692815341411,0.7235030729567491
422,9.057582635665556,0.5429652586466779
423,7.74708478496333,4.344401373012997
427,9.783553331277128,3.2605663924161217
457,8.987553892660573,10.133519313713414
466,8.53378046094033,16.686279543149862
477,7.69385794211878,7.065128989504934
479,8.23924800416412,12.506195221389126
483,8.74794254815676,11.555308597376149
485,5.895322154897361,4.643141305043268
486,9.386760736500959,5.553305302134032
493,9.472316881970817,2.452028896121725
495,7.262061388187294,6.443489297460434
498,7.446829413703359,3.7805397443792264
499,8.552408744730863,7.671874046082465
501,10.53925196111778,1.1295805146092475
503,11.050523842063841,2.674370174106991
505,7.235187720371044,3.012480776422685
507,8.742156039971992,1.9237477273430148
511,8.35219211258213,6.51839363381296
513,7.615426636616141,1.1215537128875497
515,8.680276147611147,4.277506495083482
517,7.562780240929624,3.0691957756624677
524,9.733454776327504,10.430048211628325
525,9.985273997693385,6.304186969771142
531,8.504402871420806,1.145756091177495
532,11.825629453031615,0.7001277505153634
536,9.293094121197639,24.174786213894226
539,8.794577544586884,1.3653858616842218
540,9.26069762412842,5.713594074523438
541,10.195814630781534,4.526862910199642
542,8.765956149130014,5.110048012421558
543,8.783151484018553,9.20148507997308
546,6.869502588643471,0.8533200297621185
549,8.558430435618211,7.430744537934159
550,7.022593010258898,0.5991077199076379
553,7.703683575685772,10.736049735951553
554,7.855305473849145,0.9297532444112612
555,8.350987679501767,2.3580433658233884
556,11.060684821097192,3.724133289264934
557,9.058065384955235,1.0698030106752419
560,8.160018474394903,3.7438960608167875
562,7.61795293082463,12.318931357123802
563,9.377348309878707,2.642529674387412
566,7.9611089492892555,0.4188907962051416
570,7.593374594455775,3.167679515927609
572,6.719583070153441,2.392297855580465
573,9.156963237226117,20.576068790992167
578,6.914550977336518,5.322689634804259
587,9.74151639266581,14.143609517960563
588,8.015960552679795,2.882186017135393
592,11.441747928402627,7.930121271460545
594,11.883852420129175,3.2976512512456124
597,9.215176471824142,1.4313316700271994
598,10.646713167021415,1.397526894884764
599,11.163048133117817,1.9966421546596032
604,6.825361936319831,5.06381400202183
605,9.287748948719083,1.4697825711426615
606,10.33054797153769,7.471651318087031
607,8.391324441677535,5.064642134454984
608,11.816112689566566,1.7444279396245894
609,9.571064032234164,1.369567194210003
612,9.351895827988642,2.2740675732501985
614,8.954846018588041,4.365131936591744
618,6.083562129740348,2.718840421687439
621,8.614781801483447,1.3259783572982333
626,9.569123039353578,7.524931280112284
630,11.60488077005273,3.8043657734658924
633,10.64771113383168,11.301270117799914
634,7.369698532127429,10.219636527481766
635,9.87350403859248,3.4626877604475332
637,8.004485908230082,4.24580407892775
638,7.803849895110762,1.5866512137819548
644,9.4623247770626,3.9047149739633316
645,10.798386903164356,13.091846130095755
653,8.769862945994607,1.5234576167102194
654,8.403378381360811,11.573572474584717
658,8.254455011655041,5.381984863587312
659,7.3229125944874385,8.334890681831558
660,7.995364997524085,0.7506606395181725
662,6.823231151157575,6.205060210114579
663,8.435374284760469,2.008887012046333
664,7.268422037638156,2.8689910866405945
669,10.188427687184985,4.52234871691507
672,7.043251239197684,3.9351801360498206
673,9.553682775861352,10.17155009736763
678,8.257371756452793,4.743360965829125
679,8.882941447856817,1.8380259880284966
680,8.899645947581131,1.2982301224132515
688,8.988948236999702,1.3301599344094666
689,7.954819302378379,2.6305242965816373
690,9.855238981107304,1.2638469724027999
692,6.6972223582486725,2.9826559955434457
693,9.82060691966369,4.780183869187983
698,7.437281470564881,7.1697563868423595
701,9.716277682982835,13.020153552275639
702,8.634455949791525,5.6471065277235395
704,7.321093287518092,3.920787374266027
705,8.484945953345559,5.116635297100792
710,8.945132780161185,6.282598624913452
715,9.542917658682311,0.49707419067087527
717,7.8743631125789735,2.357535783564176
719,7.5187634231048195,1.1035315759356068
723,7.553971494995811,1.4040547922212416
724,10.28497201707476,7.597743691183385
725,9.074766983361224,5.739536524314258
727,10.351708551916124,2.4242769135390305
728,11.506804588049983,5.968447858957494
731,9.00731570330234,10.989994479396595
733,8.973267409715314,8.240645465466924
734,9.71726447450724,1.1018135621174387
736,9.742271878081345,1.7119342474025359
737,6.953106881241425,3.011982591703115
744,8.030220749119229,1.9811033628405468
745,10.163226480824955,10.490623055503855
751,7.143723482928664,2.965007379256017
752,10.210742858606581,1.4541443098496332
753,8.861812952817244,0.8354839168575134
757,10.024723822312923,12.222453653435304
762,7.940416696852201,1.4385694635111161
763,8.037481710297891,2.507018432133457
764,6.4567502714839025,4.757385686999718
774,6.892888885702223,2.5261877295280244
778,5.619649383595745,0.884063595002711
780,9.822674655912907,3.0720535048302238
781,7.767512845368091,6.585389183599418
784,8.888055644646876,5.233203879921767
787,9.333822618123156,15.854651439222147
790,9.189385983375512,1.7129268389860197
805,7.18411276698642,0.3608682965502856
807,7.998081442205078,0.333254879334491
813,9.014875834556038,6.41428508627079
814,9.727386318300548,1.2976589997595862
815,10.351115568576352,4.220749686542873
816,8.70067130406476,9.519252196769237
818,7.72139557255452,6.003584091995369
820,9.955570793070214,0.32318673401420783
824,6.841920428792449,3.9447408334810103
830,8.78670532803309,3.4501722592021014
832,8.858038496748836,1.6155129184007944
836,10.622499492741005,14.046969705014353
837,7.042663017636587,5.439939389968733
839,7.798376160071296,1.1221178784229804
842,8.033712750053285,6.221555141318151
850,6.826936947199585,7.419573272821285
851,9.751412917389402,0.6290065067621078
854,7.79096481441296,2.3632842099190263
855,7.359616363018799,7.3744907051643125
857,7.6931136626980114,5.772030099881801
860,7.38212940590052,2.8699188821329567
862,6.971524406567899,2.3214471093072446
863,10.031450860881888,25.438449968933742
864,8.70504453835859,4.327007552295245
865,7.323972624906052,0.4116081445808308
866,8.68958774816581,1.26163520563396
867,10.310810262803694,0.6732771192497874
869,8.082782757594458,1.3857849834779035
870,8.144675959600201,9.361620045188333
871,8.059394056625012,0.7543016491727436
872,8.914538540612687,2.515096401420782
876,7.755453714041464,2.6002368815143675
882,9.174385753294635,1.3920788363607404
889,9.363389329272833,11.211448964843646
890,8.837802394438539,7.837315247071918
895,7.72088374442647,3.9856917166069334
896,7.603986082991433,2.177960441742825
901,10.633868416206534,0.7382314868699837
903,8.125801144005923,5.939622477268333
905,9.862798001141629,1.6079865628801742
907,9.689172929416154,2.9552413733460994
911,6.108407858247915,3.340530990124066
912,6.95685075662697,1.955596790818339
913,8.641971313091812,4.018086070051358
916,8.734550042268703,11.581730847956079
917,9.136613829075,1.798275215088595
922,7.036915190235111,2.63882516621411
925,8.468489327842018,0.625059293616084
928,8.587184865095692,1.7037332281796578
929,8.302158656952376,11.46690956550311
930,9.366490295077194,0.8096045020860303
931,7.547197496989888,0.8201437582325743
934,9.14024953377027,7.9238290380922
935,6.40234801963468,1.9006144256908657
936,7.18264324088097,0.4052347193936045
937,7.592593571474924,0.6310966158265797
939,10.450807222844608,1.6801740966766403
940,9.225765212786074,2.00669140349539
946,8.078428102164349,2.6993964433906954
950,7.2735255796520875,2.3610759653107203
951,7.838918073556267,10.651631594556255
958,6.469479832673127,3.723810832216006
960,8.214785033291717,6.470767303107557
961,5.942861317723104,3.674109260409048
962,10.519329889528823,1.532027943752927
964,7.2612979644571185,4.936625865604693
967,7.211626348083968,4.818466252290423
968,9.186769188442717,4.714233547942205
969,11.816709946317191,1.238048400227154
970,6.3489959331745,1.422004311658828
977,10.065627331827713,2.380552170121668
978,6.395057334518313,2.316937696896658
979,7.944052259029572,2.2985714403444013
981,7.874253072820699,10.495913775627974
997,7.088198332346085,3.7045696417059957
1000,10.434714901980502,1.1448685258173301
1001,8.504894897629436,1.0944228394148385
1003,6.708287527275268,0.9022163869523027
1007,7.014144346047193,3.032424473237865
1015,7.9871317288246,0.6859336291084407
1016,8.247505360517339,4.583296483147014
1017,8.185499171969854,1.584311083842498
1020,8.307170793015986,2.1708648400496653
1021,8.588843714904655,12.548372860198947
1022,8.031945154641601,4.269209044634973
1035,7.599770784225892,7.335028792498491
1036,8.851424041750068,2.513889767843264
1038,6.448437038445221,1.2821904206318797
1039,7.778739051087712,3.225444830695665
1041,10.785288878568771,1.0062876183480771
1042,8.297584513615808,27.580224696052937
1044,7.74448731497746,2.7165024149298254
1047,7.49547863939357,2.0338601815205624
1052,8.893929012584133,0.7618430573555625
1053,7.531097355156184,1.2977265667006752
1054,6.978794353189823,0.7854656955461087
1055,8.836752148681457,4.026254699641634
1060,8.621093646034668,6.032918501149099
1061,6.683140591849674,4.608117245949361
1062,6.968643339023728,2.66426914507123
1064,10.370028746711434,0.6338880750463488
1071,9.20100876105934,5.072478174890954
1076,7.133046297003102,6.244032026093759
1080,8.192715256718124,13.758631983765037
1091,10.128229041484525,11.172274095643134
1099,9.25556886430094,7.755400257904682
1100,7.794109680181829,10.799362218266912
1103,8.821076951447669,1.1836743241388306
1107,8.93231850151982,0.6769475931516976
1110,10.19052794027349,4.239467356508528
1111,8.24323717167807,2.6861229398611273
1114,8.502561695672528,2.325289765318636
1115,10.550266209238213,7.142212073439597
1117,8.08480701574822,6.197242070993945
1118,11.076979656100056,8.957130481358346
1119,11.066510588904043,6.100492439640557
1120,10.867722081478982,3.068422590660898
1123,11.977084185100514,6.278918480293526
1124,8.295921991966711,12.644185081510466
1125,7.21036154477638,2.127790155819354
1130,6.882330841098831,2.156238847008561
1132,8.493005032652528,6.026198113327889
1133,7.696042026826045,3.9092769222388397
1134,9.046316690085499,11.34949346149903
1136,9.595964080103732,6.873396202289544
1137,9.786168163381879,3.428554027613432
1144,8.536017873613122,11.192292597978247
